pair_id	stratum	expected_label	a_source	a_title	a_author	a_date	b_source	b_title	b_author	b_date	label	notes
184	positive_cross_source	same_manifestation_or_work	erara	La  pyrotechnie de Hanzelet ... : ou sont representez les plus rares et plus app	Appier, Jean	1630	gallica	La pyrotechnie de Hanzelet Lorrain ou sont representez les plus rares &amp; plus	Appier Hanzelet, Jean (1596-1647). Auteur du texte	1630		
185	positive_same_source	same_manifestation	bsb	Historische Nachricht von den Samojeden und den Lappländern : Aus dem Französisc	Klingstädt, Timotheus Merzahn von	1769.	bsb	Historische Nachricht von den Samojeden und den Lappländern : Aus dem Französisc	Klingstädt, Timotheus Merzahn von	1769.		
186	negative_same_block	likely_different	gallica	Arrêt du conseil d'Etat contre le mis de Montalembert, par lequel le roi, sans a	France. Conseil d'État (13..-1791). Auteur du texte	1785	gallica	Arrêt du conseil d'Etat qui exempte du droit de marc d'or les provisions d'offic	France. Conseil d'État (13..-1791). Auteur du texte	1785		
187	negative_same_block	likely_different	erara	Die  Pfahlbaute Robenhausen (Aufnahme vom Jahr 1885)	[s.n.]	1885	erara	Geschichte der Mathematik und der Naturwissenschaften in bernischen Landen : vom	[s.n.]	1888		
188	positive_cross_source	same_manifestation_or_work	erara	Warnung vor der Jesuiter blutdurstigen Anschlägen unnd bösen Practicken : durch 	Osiander, Lucas	1585	bsb	Warnung Vor der Jesuiter blutdurstigen Anschlägen vnnd bösen Practicken ... : du	Osiander, Lucas	1585		
189	positive_cross_source	same_manifestation_or_work	erara	Sefer Tehilim : = Psalterium Hebraicum	Münster, Sebastian	1538	bsb	Sefer tehilim : = Psalterium Hebraicum	Münster, Sebastian	1532		
190	negative_same_block	likely_different	erara	Antwort auff die unlengst zu Freyburg in Uchtland aussgangene Schutz-Schrift ers	[s.n.]	1652	erara	Ordnung/ Der Mägdlin-Schůl zu Barfussern in Basel: Welche auß Befehl der Herren 	[s.n.]	1659		
191	negative_same_author	different_work	gallica	Instruction pour le recouvrement de la finance des jurez des arts et métiers, cr	Ferme générale (France). Auteur du texte	1691	gallica	Rente à 3 pour cent sur la ferme générale des postes. Edit de mai 1751. Liste gé	Ferme générale (France). Auteur du texte	1753		
192	positive_same_source	same_manifestation	bsb	Andree Alzati Mediolanensis in tres posteriores Codicis Iustiniani Annotationes 	Alciati, Andrea	Anno Christiano M D XV.	bsb	Andree Alzati Mediolanensis in tres posteriores Codicis Iustiniani Annotationes 	Alciati, Andrea	Anno Christiano M D XV.		
193	negative_same_author	different_work	bsb	Prima M. T. Ciceronis contra Catilinam oratio : in scholia Luneburgensi explicat	Cicero, Marcus Tullius	1585	bsb	Epistolarum Libri quatuor	Cicero, Marcus Tullius	1699		
194	positive_same_source	same_manifestation	bsb	G.E. Stahls zufällige Gedancken und nützliche Bedencken über den Streit, Von dem	Stahl, Georg Ernst	1718.	bsb	G.E. Stahls zufällige Gedancken und nützliche Bedencken über den Streit, Von dem	Stahl, Georg Ernst	1718.		
195	negative_same_block	likely_different	erara	Description de l'Arabie, d'après les observations et recherches faites dans le p	[s.n.]	1779	erara	Histoire naturelle des oiseaux / Tome second.	[s.n.]	1771		
196	positive_cross_source	same_manifestation_or_work	erara	Matthaei Paris, monachi Albanensis, Angli, Historia maior, a Guilielmo Conquaest	Matthaeus	1589	bsb	Matthaei Paris, Monachi Albanensis, Angli, Historia Maior : a Guilielmo Conquaes	Matthaeus	1589		
197	positive_related_edition	same_work_different_edition	bsb	Progymnasma iur. exhibens praescriptiones	Richter, Christoph Philipp	1662	bsb	Exercitium iuridicum de possessione	Richter, Christoph Philipp	1669		
198	negative_same_author	different_work	bsb	ʿAvôdat k"g by"h Sive Functio Pontif. M. In Adyto Anniversaria. Disputat. II.	Danz, Johann Andreas	1683	bsb	Iusta suprema serenissimo principi ac domino, domino Ernesto Ludovico, duci Saxo	Danz, Johann Andreas	[1725]		
199	negative_same_block	likely_different	erara	F. Meyer s/m G. Mousson zr. fr. Erg	[s.n.]	1850	erara	Für eine Singstimme mit Begleitung der Violine oder Violoncell's und Klaviers / 	[s.n.]	1850		
200	positive_same_source	same_manifestation	bsb	De Carolo Magno dissertationem historicam	Balduin, Gottlieb	1663	bsb	De Carolo Magno dissertationem historicam	Balduin, Gottlieb	1663		
201	positive_cross_source	same_manifestation_or_work	erara	Gloria Bellica Serenissimi Et Potentissimi Principis Maximiliani, Com. Pal. Rhen	Stengel, Georg	1623	bsb	Gloria Bellica Serenissimi Et Potentissimi Principis Maximiliani, Com. Pal. Rhen	Stengel, Georg	1623		
202	positive_borderline	unknown	bsb	Abrégé De L'Histoire Ecclésiastique : Contenant Les événemens considérables de c	Racine, Bonaventure	(1752)	bsb	Abrégé De L'Histoire Ecclésiastique : Contenant Les événemens considérables de c	Racine, Bonaventure	1754		
203	hard_multivolume	same_work_different_volume	bsb	Tractatus Historico-Politici : Qui hic ceu in universali Belli Pacisque Theatro 	Brachelius, Adolphus	1672	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
204	positive_cross_source	same_manifestation_or_work	erara	Lukas Vochs ... praktische Geometrie auf dem Papier und Feld : in zweyen Abtheil	Voch, Lukas	1778	bsb	Lukas Vochs praktische Geometrie auf dem Papier und Feld : in zweyen Abtheilun	Voch, Lukas	1778		
205	negative_same_block	likely_different	erara	Sämmtliche Schriften des Herrn Franziskus Geiger ... / Siebenter Band.	[s.n.]	1828	erara	Orthopaedie oder Werth der Mechanik zur Heilung der Verkrümmungen am menschliche	[s.n.]	1827		
206	positive_same_source	same_manifestation	bsb	Andreae Alberti duo Libri : Prior De Perspectiva. Cum &amp; Praeter Arithmeticam	Albrecht, Andreas	1671	bsb	Andreae Alberti duo Libri : Prior De Perspectiva. Cum &amp; Praeter Arithmeticam	Albrecht, Andreas	1671		
207	negative_same_block	likely_different	erara	Geschichte der thurgauischen Klöster	[s.n.]	1876	erara	Traité pratique de l'entretien et de l'exploitation des chemins de fer / Tome pr	[s.n.]	1870		
208	negative_same_block	likely_different	erara	[Rückkehr der Sieger aus der Schlacht von Tättwyl, 1351]	[s.n.]	1826	erara	Zeichnungen und Notizen von den Arbeiten an dem Gange unter der Themse von Rothe	[s.n.]	1827		
209	negative_same_block	likely_different	erara	Fragmentarische Anthologie aus Herder / Zweiter Theil.	[s.n.]	1843	erara	Zürich	[s.n.]	1844		
210	positive_related_edition	same_work_different_edition	bsb	Lexicon Universale Historico-Geographico-Chronologico-Poetico-Philologicum : Con	Hofmann, Johann Jakob	(1677)	erara	Positionum historico-politicarum ex C. Taciti Annalium libro I. Pentecostys IX. 	Hofmann, Johann Jakob	1691		
211	negative_same_author	different_work	bsb	B. Io. Conradi Dannhaveri S. S. Th. D. &amp; Prof. Arg. Politica Biblica &amp; D	Dannhauer, Johann Conrad	1701	bsb	Hyaena Friburgica ab ovili Christi depulsa, sive Irenici catholici D. Thomae Hen	Dannhauer, Johann Conrad	1661		
212	negative_same_author	different_work	bsb	Frag: Ob Doctor Luther Das Geistliche Recht Mit Recht Verbrennet habe?	Neumayr, Franz	[1756]	bsb	Via Compendii Ad Perfectionem Statui Religioso Competentem Octiduano Itinere Eme	Neumayr, Franz	1757		
213	negative_same_block	likely_different	erara	Zu Höngg	[s.n.]	1840	erara	Verhandlungen der zweiten General-Versammlung der Actionaire der Prinz-Wilhelm-E	[s.n.]	1846		
214	negative_same_author	different_work	erara	Sahara, Nigritia et Guinea : General- und Spezialkarten : Sammelband der Ryhiner	Blaeu, Willem Janszoon	1642	erara	Pläne und Prospekte [Niederlande] - einzelne Städte littera G bis Q : Sammelband	Blaeu, Willem Janszoon	1630		
215	positive_same_source	same_manifestation	bsb	Dissertatio Inauguralis De Libertate Ordinum Imperii Ultra Justos Limites Non Ex	Sündermahler, Johann Jakob Joseph	[1763]	bsb	Dissertatio Inauguralis De Libertate Ordinum Imperii Ultra Justos Limites Non Ex	Sündermahler, Johann Jakob Joseph	[1763]		
216	positive_cross_source	same_manifestation_or_work	erara	Epitome philosophiae naturalis, ex Aristotelis summi philosophi, libris ita exce	Liebler, Georg	1561	bsb	Epitome philosophiae naturalis, ex Aristotelis summi philosophi libris ita excer	Liebler, Georg	1561		
217	positive_same_source	same_manifestation	bsb	Gägensatz Unnd kurtzer begriff der Evangelischen und Bäpstischen leer : daruß ei	Bullinger, Heinrich	1551	bsb	Gägensatz Unnd kurtzer begriff der Evangelischen und Bäpstischen leer : daruß ei	Bullinger, Heinrich	1551		
218	negative_same_author	different_work	bsb	D. Justus Christian Loders öffentl. Lehrers der Heilkunde in Jena Beobachtungen 	Loder, Justus Christian von	1793	bsb	Diss. inaug. med. de musculosa uteri structura : cum tabulis aeneis	Loder, Justus Christian von	1782		
219	positive_borderline	unknown	bsb	Geistliches Kinder-Spill, Das ist: Dreyhundert Sechs und Zwaintzig Neue Predigen	Lucianus	Anno 1730.	bsb	Geistliches Kinder-Spill, Das ist: Dreyhundert Sechs und Zwaintzig Neue Predigen	Lucianus	Anno 1730.		
220	negative_same_author	different_work	bsb	Dissertatio Historica Et Iuris Publici De Iure Albinagii, praecipue in Germania	Dithmar, Justus Christoph	[1721]	bsb	Diss. hist. de vicariorum S. R. I. origine et progressu	Dithmar, Justus Christoph	1712		
221	positive_related_edition	same_work_different_edition	bsb	Gespräche In Dem Reiche derer Todten, Ein und zwantzigste Entrevuë, Zwischen Den	Fassmann, David	1721	bsb	Gespräche In Dem Reiche derer Todten, Acht und Viertzigste Entrevuë, Zwischen De	Fassmann, David	An. 1722.		
222	positive_related_edition	same_work_different_edition	erara	Dissertatio Physico-Mathematica De Corporum Motu Et Viribus	Geßner, Johannes	1746	erara	Scriptores rei rusticae veteres Latini : e recensione Io. Matth. Gesneri cum eiu	Geßner, Johannes	1788		
223	hard_multivolume	same_work_different_volume	bsb	Vollständiges Gulden-Cabinet : in der Ordnung des Madai'schen Thaler-Cabinets zu	Weise, Adolph Christoph	(1782)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
224	negative_same_block	likely_different	erara	Bericht des Schweizerischen Schulrathes an den hohen schweizerischen Bundesrath 	[s.n.]	1879	erara	Übersichtskarte des schweizerischen Pegel und Witterungsstationennetzes : = Tabl	[s.n.]	1871		
225	positive_same_source	same_manifestation	bsb	Disputationem Juridicam De Culpa, Qvae Concretive Talis Dicitur, &amp; in omni c	Brückner, Wilhelm Hieronymus	[1693]	bsb	Disputationem Juridicam De Culpa, Qvae Concretive Talis Dicitur, &amp; in omni c	Brückner, Wilhelm Hieronymus	[1693]		
226	negative_same_block	likely_different	bsb	Confessio Catholicae Fidei Christiana, Vel Potivs Explicatio Qvaedam Confessioni	Hosius, Stanislaus	1557	bsb	Confessio Fidei Catholicae Christiana, Avtoritate Synodi Provincialis, quae habi	Hosius, Stanislaus	1557		
227	negative_same_block	likely_different	erara	A  synopsis of the British Diatomaceæ : with remarks on their structure, functio	[s.n.]	1853	erara	H. Heer theol. s/m H. Kesselring z. fr. Ering	[s.n.]	1853		
228	positive_same_source	same_manifestation	bsb	Dissertatio physico- astronomica de galaxia	Müller, Johann Heinrich	1713	bsb	Dissertatio physico- astronomica de galaxia	Müller, Johann Heinrich	1713		
229	positive_cross_source	same_manifestation_or_work	erara	Demonstratio evangelica	Stattler, Benedikt	1777	bsb	Demonstratio Evangelica	Stattler, Benedikt	1777		
230	negative_generic_title	different_work	bsb	Meditationes	Augustinus, Aurelius	1614	bsb	Meditationes	Kegel, Philipp	1610		
231	positive_same_source	same_manifestation	bsb	Disputatio Inauguralis De Compossessione	Stryk, Samuel	1674 [erschienen ca. 1685]	bsb	Disputatio Inauguralis De Compossessione	Stryk, Samuel	1674 [erschienen ca. 1685]		
232	positive_cross_source	same_manifestation_or_work	gallica	Mémoires pour servir à l'histoire de notre tems. Volume 1 / , contenants des réf	Moreau, Jacob-Nicolas (1717-1804). Auteur du texte	1758-1759	bsb	Mémoires Pour Servir À L'Histoire De Notre Tems, Contenants des Réflections Poli	Moreau, Jacob Nicolas	(1758)		
233	negative_generic_title	different_work	bsb	Gedichte	Blumauer, Alois	1782	bsb	Gedichte	Bonnet, Johann Karl	1782		
234	positive_same_source	same_manifestation	bsb	Copia der Friedens Puncten, welche zwischen den Evangelischen vnd Catholischen V	Maximilian, I.	1620	bsb	Copia der Friedens Puncten, welche zwischen den Evangelischen vnd Catholischen V	Maximilian, I.	1620		
235	negative_same_author	different_work	bsb	Allergerechtest- Von Röm. Kayserl. Majest. Ergangenen Mandata und Resolutiones D	Karl, VI.	1726	bsb	Erneuert- und geschärffte Käyserliche Abruffungs-Geheiß-Gebott- Und Verbotts-Bri	Karl, VI.	[1713]		
236	negative_same_block	likely_different	erara	Eléments de géométrie descriptive : contenant les matières exigées pour l'admiss	[s.n.]	1847	erara	Zu Höngg	[s.n.]	1840		
237	positive_related_edition	same_work_different_edition	bsb	Tableau de l'Allemagne et de la littérature allemande	Dyck, Johann Gottfried	1782	bsb	Charaktere der vornehmsten Dichter aller Nationen : nebst kritischen und histori	Dyck, Johann Gottfried	1794.		
238	positive_related_edition	same_work_different_edition	bsb	Devotester Glückes-Wunsch Einer aufrichtig-Bayerischen Feder Abgestattet Bey dem	Ettenhueber, Matthias	1755.	bsb	Das sich beschwerende Baiern : In einer Ode	Ettenhueber, Matthias	1778.		
239	positive_same_source	same_manifestation	bsb	M. Attilii Serrani De Septem Vrbis Romae Ecclesiis : Vna com Earum Reliquijs, St	Serranus, Marcus A.	1600	bsb	M. Attilii Serrani De Septem Vrbis Romae Ecclesiis : Vna com Earum Reliquijs, St	Serranus, Marcus A.	1600		
240	positive_same_source	same_manifestation	bsb	Petri Danielis Huetii De Interpretatione Libri Duo : Quorum Prior Est, De Optimo	Huet, Pierre Daniel	1680	bsb	Petri Danielis Huetii De Interpretatione Libri Duo : Quorum Prior Est, De Optimo	Huet, Pierre Daniel	1680		
241	negative_same_author	different_work	bsb	Herrn Ludwigs, Freyherrn von Holberg, Allgemeine Kirchenhistorie Vom Ersten Anfa	Holberg, Ludvig	(1749)	bsb	Dänische und Norwegische Staatsgeschichte	Holberg, Ludvig	1750		
242	positive_related_edition	same_work_different_edition	bsb	Architectura Privata Das ist: Gründtliche Beschreibung, Neben conterfetischer Vo	Furttenbach, Joseph	1641	bsb	Teutsches Schul-Gebäw : Der Ander Theil ; Wie ein Teutsche Schulstuben wolbestel	Furttenbach, Joseph	1649		
243	positive_cross_source	same_manifestation_or_work	erara	Hortus Alsaticus Plantas In Alsatia Nobili, Inprimis Circa Argentinam Sponte Pro	Lindern, Franz Balthasar von	1747	bsb	Hortus Alsaticus : Plantas In Alsatia Nobili, Inprimis Circa Argentinam Sponte P	Lindern, Franz Balthasar von	1747		
244	positive_related_edition	same_work_different_edition	bsb	Die Welt, ein Rätzel oder die besiegte Freydenkerey : nebst einer gründlichen 	Caraccioli, Louis-Antoine	1766	bsb	Die wahre Hoheit der menschlichen Seele	Caraccioli, Louis-Antoine	1767.		
245	positive_borderline	unknown	erara	Ecclesiæ Orientalis Et Occidentalis Concordia In Transsubstantiatione, Historiæ 	Scholliner, Hermann	1756	bsb	Ecclesiæ Orientalis Et Occidentalis Concordia In Transsubstantiatione, Historiae	Scholliner, Hermann	[1756]		
246	positive_related_edition	same_work_different_edition	bsb	Ains Erbarn Rats der Stadt Augspurg Zucht und Polizey-Ordnung	Augsburg	1537	bsb	Auf der Vorgeher und geschwohrnen Meister von Schustern Anzeig und Bitt ... wird	Augsburg	[1709]		
247	negative_same_author	different_work	bsb	Disp. philol. de synonymis Dei Hebraicis, potentiam eius arguentibus	Friderici, Valentin	[1671]	bsb	Disp. metaphys. de idea, seu causa exemplari	Friderici, Valentin	[1673]		
248	positive_related_edition	same_work_different_edition	bsb	Disp. jur. de jure ventorum	Linck, Heinrich	1675	bsb	Henrici Linckens D. in alma Noricorum Universitate Pand. Prof. Publ. &amp; Facul	Linck, Heinrich	1676		
249	positive_same_source	same_manifestation	bsb	Religionis christianae Methodus : summa theologiae theoremata &amp; capita, plur	Lutz, Reinhard	1558	bsb	Religionis christianae methodus : Summa theologiae, theoremata &amp; capita, plu	Lutz, Reinhard	1558		
250	negative_same_author	different_work	bsb	De lapsu Q. Sept. Florentii Tertulliani ad Montanistas Exercitationis hist. theo	Zentgraf, Johann Joachim	1700	bsb	De Catecheseos Necessitate In Ecclesia, ex Ebr. 5. v. 12. c. 6,1.	Zentgraf, Johann Joachim	1699		
251	negative_same_author	different_work	bsb	Lettre du pere Quesnel a M. l'eveque de Poitiers	Quesnel, Pasquier	1716	bsb	Apologie historique de deux censures de Louvain et de Douay sur la matière de la	Quesnel, Pasquier	1688		
252	positive_related_edition	same_work_different_edition	bsb	Conformità delle cerimonie chinesi, colla idolatria greca, e romana : In conferm	Alexandre, Noël	1700	bsb	R. P. Natalis Alexandri Ordinis FF. Praedicatorum In S. Facultate Parisiensi Doc	Alexandre, Noël	1788		
253	negative_same_author	different_work	bsb	Disputatio ad Ligurini VII. 100. De Henrico Leone	Schurzfleisch, Konrad Samuel	1675	bsb	De superioribus Ungariae conversionibus	Schurzfleisch, Konrad Samuel	1698		
254	positive_cross_source	same_manifestation_or_work	erara	Tres epistolae De maculis solaribus : scriptae ad Marcum Velserum ... : cum obse	Scheiner, Christoph	1612	bsb	Tres Epistolae De Macvlis Solaribvs. Scriptae ad Marcvm Velservm. Avgvstae Vind.	Scheiner, Christoph	1612		
255	positive_same_source	same_manifestation	bsb	Narratio eorum, quae contigerunt Apollonio Tyrio : ex membranis vetustis	Apollonius	1595	bsb	Narratio eorum, quae contigerunt Apollonio Tyrio : ex membranis vetustis	Apollonius	1595		
256	positive_cross_source	same_manifestation_or_work	erara	Archimedous tou Syrakousiou, ta mechri nyn sozomena, hapanta : ; Archimedis Syra	Archimedes	1544	gallica	Archimēdous tou Syrakousiou, ta mechri nyn sōzomena, hapanta. Archimedis, Syrac	Archimède (0287-0212 av. J.-C.). Auteur du texte	1544		
257	positive_borderline	unknown	bsb	Noth- und Hülfsbüchlein oder lehrreiche Freuden- und Trauergeschichte der Einwoh	Becker, Rudolf Zacharias	(1798)	bsb	Noth- und Hülfs-Büchlein oder lehrreiche Freuden- und Trauer-Geschichte der Einw	Becker, Rudolf Zacharias	1799		
258	positive_same_source	same_manifestation	bsb	De Difficillimo Genere Epistolarum, Sive Ratio Officiosas Epistolas Facile, Pure	Weitenauer, Ignaz	1756	bsb	De Difficillimo Genere Epistolarum, Sive Ratio Officiosas Epistolas Facile, Pure	Weitenauer, Ignaz	1756		
259	negative_same_author	different_work	erara	Pour l'élection de huit membres du M. C. du CC. par le M. P. C	Genève (République)	1788	erara	Avis : extrait des registres du Comité législatif du mercredi 25 juin 1794, l'an	Genève (République)	1794		
260	negative_generic_title	different_work	bsb	Opera	Claudianus, Claudius	1510	bsb	Opera	Prosper	1565		
261	negative_same_block	likely_different	erara	Germania rhenana orientalis - Prospekte der Städte und Orte : Sammelband der Ryh	[s.n.]	1646	erara	Praestantissimae virorum trigae Dn. Adamo Schaffero Hervordia-Westphalo, Dn. Io.	[s.n.]	1643		
262	positive_cross_source	same_manifestation_or_work	erara	Annotationes Petri Mosellani Protogensis in clarissimas Auli Gellii Noctes Attic	Mosellanus, Petrus	1526	bsb	Annotationes Petri Mosellani Protogensis In Clarissimas Avli Gellii Noctes Attic	Mosellanus, Petrus	1526		
263	positive_cross_source	same_manifestation_or_work	erara	Gymnasii theologici disputatio tertia : de theologia systematica in genere, in s	Hottinger, Johann Heinrich	1663	bsb	Gymnasii Theologici Disputatio tertia, De Theologia Systematica In Genere; In Sp	Hottinger, Johann Heinrich	[1663]		
264	hard_multivolume	same_work_different_volume	bsb	Die Staatskunst, Oder: vollständige und gründliche Anleitung Zu Bildung kluger	Réal de Curban, Gaspard de	(1763)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
265	positive_same_source	same_manifestation	bsb	Sanctissimo Ac Beatissimo Patri Benedicto XIII. De Pataviensis Diæcesis Division	Benedikt, XIII.	[1728?]	bsb	Sanctissimo Ac Beatissimo Patri Benedicto XIII. De Pataviensis Diæcesis Division	Benedikt, XIII.	[1728?]		
266	positive_borderline	unknown	bsb	Monumenta Boica / 5 : [Monumenta Furstencellensia ; Monumenta Aspacensia ; Monum	Bayerische Akademie der Wissenschaften	1765	bsb	Monumenta Boica / 5 : [Monumenta Furstencellensia ; Monumenta Aspacensia ; Monum	Bayerische Akademie der Wissenschaften	1765		
267	positive_cross_source	same_manifestation_or_work	erara	Geschichte der Teutschen : bis zu Anfang der fränckischen Monarchie in zehen Büc	Mascov, Johann Jakob	1726	bsb	Geschichte der Teutschen bis zu Anfang der Fränckischen Monarchie : in Zehen Büc	Mascov, Johann Jakob	1726		
268	negative_same_block	likely_different	erara	Oekonomisch-technologische Encyclopädie, oder allgemeines System der Staats-, St	[s.n.]	1773	erara	Allianz-Tractat zwischen Seiner Allerchristlichsten Majestät Ludwig XVI, König v	[s.n.]	1777		
269	positive_same_source	same_manifestation	bsb	Die Bücher Der Chronicka Friederichs Des Königes der Preußen Von den Kriegen D	Saddi, Kemuel	Gedruckt im Jahr 1744.	bsb	Die Bücher Der Chronicka Friederichs Des Königes der Preußen Von den Kriegen D	Saddi, Kemuel	Gedruckt im Jahr 1745.		
270	negative_same_block	likely_different	erara	Le  citoyen exilé ou l'exposé des procédures, et d'un jugement unique, de l'espr	[s.n.]	1770	erara	Œuvres Dramatiques / Tome neuvième.	[s.n.]	1774		
271	negative_same_block	likely_different	erara	H. Heer theol. s/m H. Kesselring z. fr. Ering	[s.n.]	1853	erara	Der  unglückliche Franzose oder Der Deutschen Freiheit Himmelfahrt : ein Schatte	[s.n.]	1850		
272	negative_same_block	likely_different	gallica	Lettres patentes du roi portant cassation d'un arrêt du parlement de Bordeaux du	France. Auteur du texte	1784	gallica	Arrêts du conseil d'Etat, des 1er juin et 30 nov. 1784 : Le premier casse une se	France. Conseil d'État (13..-1791). Auteur du texte	1785		
273	positive_borderline	unknown	erara	Oeuvres Complètes De M. De Voltaire	Voltaire	1791	bsb	Oeuvres Complètes De M. De Voltaire / 98 : Lettres De M. De Voltaire Et De M. D'	Voltaire	1792		
274	negative_same_author	different_work	bsb	Archytam Tarentinum Dissertatione Historico-Mathematica ... Amplissimae Facultat	Schmidt, Johann Andreas	1683	bsb	Dissertationem Historico-Theologicam De Agendis Sive Ordinationibvs Ecclesiastic	Schmidt, Johann Andreas	[1718]		
275	positive_cross_source	same_manifestation_or_work	erara	Compendium grammaticae Graecae Iacobi Ceporini	Ceporinus, Jacob	1526	bsb	Compendivm Graecae Grammaticae Iacobi Ceporini : Iam Recens Editvm	Ceporinus, Jacob	1522		
276	negative_same_author	different_work	bsb	R.P. Bourdaloue, aus der Gesellschafft Jesu, Predigen vor die Fasten / [1]	Bourdaloue, Louis	1752.	bsb	Ludwig Bourdaloue, von der Gesellschaft Jesu, königlichen Hofpredigers, sämmtlic	Bourdaloue, Louis	1761		
277	positive_same_source	same_manifestation	bsb	Prodromus Vindictae In Ducem Buckinghamiae, pro virulenta caede potentissimi Mag	Eglisham, George	1626	bsb	Prodromus Vindictae In Ducem Buckinghamiae, pro virulenta caede potentissimi Mag	Eglisham, George	1626		
278	positive_same_source	same_manifestation	bsb	Ab auch alle schrifft lerne Christu[m] alleyn erkennen und glewben, ahne volgung	Meckenloer, Kaspar	1531	bsb	Ab auch alle schrifft lerne Christu[m] alleyn erkennen und glewben, ahne volgung	Meckenloer, Kaspar	1531		
279	negative_same_block	likely_different	erara	Heylig Creutz Das ist: Kurtze History/ Von dem Hochheyligen Creutz Christi/ Welc	[s.n.]	1649	erara	Gallia belgica rhenana : Pläne in quarto und Prospekte : Sammelband der Ryhiner-	[s.n.]	1646		
280	positive_related_edition	same_work_different_edition	bsb	Discursus civilis de ostracismo Atheniensium aliisque similibus remediis, quibus	Gerhard, Johann Ernst	[1654]	bsb	Disp. theol. de Strigelianismo	Gerhard, Johann Ernst	1658		
281	hard_multivolume	same_work_different_volume	bsb	Ideen zur Diagnostik : beobachtenden Aerzten mitgetheilet ; in 3 Bänden / 2	Wichmann, Johann Ernst	(1798)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
282	positive_related_edition	same_work_different_edition	bsb	Solennis Promotio Trium Philosophiae Doctorum. In Academia Julia A. MDCCIII. d. 	Hardt, Hermann von der	1703	bsb	De Qvatvor Monarchiis Babyloniae Pro antiquae Historiae Judaicae luce : Ad illus	Hardt, Hermann von der	1708		
283	positive_cross_source	same_manifestation_or_work	erara	Sedes Et Origo Belli Dano-Suecici : Das ist: Eine kurtze/ warhaftige und unparth	Keyssler, Johann Georg	1658	bsb	Sedes et origo belli Dano-Suecici : Das ist: Eine kurtze, warhaftige und unparth	Keyssler, Johann Georg	1658		
284	positive_same_source	same_manifestation	bsb	La Pleiade Françoise Ou L'Esprit Des Sept Plus Grands Poètes / 1	Aquin de Château-Lyon, Pierre-Louis d'	(1754)	bsb	La Pleiade Françoise Ou L'Esprit Des Sept Plus Grands Poètes / 2	Aquin de Château-Lyon, Pierre-Louis d'	(1754)		
285	negative_same_author	different_work	bsb	Maximilian Stoll Vorlesungen über einige langwierige Krankheiten / 1	Stoll, Maximilian	1788	bsb	Maximiliani Stoll M. D. Professor praxeos medicae publici Pars ... rationis mede	Stoll, Maximilian	(1780)		
286	positive_borderline	unknown	bsb	Collegia Historica, Seu Quaestiones Historiae Criticae Ex Institutionibus Histor	Schwarz, Ignaz	(1734)	bsb	Collegia historica, seu quaestiones historicae criticae ex institutionibus histo	Schwarz, Ignaz	1737		
287	negative_same_block	likely_different	erara	Graf Andrej Ivanovič Ušakov, general anšef i senator : iz Sobranija portretov iz	[s.n.]	1824	erara	A Zweysimmen	[s.n.]	1820		
288	positive_same_source	same_manifestation	bsb	Speculum Monasticum : In Quo Totius Religiosae disciplinae Casus, Regulae &amp; 	Philippus	1688	bsb	Speculum Monasticum : In Quo Totius Religiosae disciplinae Casus, Regulae &amp; 	Philippus	1688		
289	negative_same_block	likely_different	erara	Karl Ziegler s/m R. Hanhart z. fr. Er	[s.n.]	1852	erara	Matériaux pour la statistique de la Confédération Suisse / Tableaux de la popula	[s.n.]	1851		
290	positive_cross_source	same_manifestation_or_work	erara	Johann Lorenz Boekmanns baad. Hofraths, und ord. Professors der Naturlehre ... k	Böckmann, Johann Lorenz	1789	bsb	Johann Lorenz Boekmanns Baad. Hofraths und ord. Professors der Naturlehre, der L	Böckmann, Johann Lorenz	(1789)		
291	negative_same_author	different_work	erara	Gallia universa : Post- und Reisekarten, hydrographische und Navigationskarten, 	Sanson, Nicolas	1632	erara	Ambrones in Helvetiis : = Haute partie du pays d'Argow en Suisse : les evesches 	Sanson, Nicolas	1660		
292	negative_same_author	different_work	bsb	Ist der Entwurf der Reichsarmatur von 1681 zu 40/m Mann in Simplo, und zu 120/m 	Ditterich, Franz Georg von	Im May 1793.	bsb	Noch einmal, was ist der Pabst?	Ditterich, Franz Georg von	1782		
293	negative_same_author	different_work	gallica	L'Énéide de Virgile, traduction nouvelle	Virgile (0070-0019 av. J.-C.). Auteur du texte	1648	gallica	Opera Virgiliana cum decem commentis, docte et familiariter exposita ... Familia	Virgile (0070-0019 av. J.-C.). Auteur du texte	1529		
294	positive_cross_source	same_manifestation_or_work	erara	De suspectis mathematum speciatim astronomiae originibus ... : disputatio secund	Cordes, Johann Georg	1727	bsb	De Svspectis Mathematvm Speciatim Astronomiae Originibvs : Dispvtatio Secvnda	Cordes, Johann Georg	[1727]		
295	negative_same_author	different_work	bsb	Analekten für die Litteratur / 4	Lessing, Gotthold Ephraim	(1786)	bsb	Analekten für die Litteratur / 1	Lessing, Gotthold Ephraim	(1785)		
