jung_year,jung_author,jung_title,jung_erara_id,jung_url,match_status,match_score,bph_ubn,bph_author,bph_title,bph_year,bph_place,bph_printer,bph_publisher,bph_url
1602,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in tres partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- tertium]",2284847,https://www.e-rara.ch/content/titleinfo/2284847,in_bph,7,14138,anonymous,Theatrum chemicum,1602,Oberursel,"Sutor, Cornelius","Zetzner, Lazarus",https://bph.sourcelibrary.org/catalog/14138
1602,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in tres partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- tertium] / Volumen primum.",2284849,https://www.e-rara.ch/content/titleinfo/2284849,in_bph,7,14138,anonymous,Theatrum chemicum,1602,Oberursel,"Sutor, Cornelius","Zetzner, Lazarus",https://bph.sourcelibrary.org/catalog/14138
1602,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in tres partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- tertium] / Volumen secundum.",2285791,https://www.e-rara.ch/content/titleinfo/2285791,in_bph,7,14138,anonymous,Theatrum chemicum,1602,Oberursel,"Sutor, Cornelius","Zetzner, Lazarus",https://bph.sourcelibrary.org/catalog/14138
1602,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in tres partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- tertium] / Volumen tertium.",2286442,https://www.e-rara.ch/content/titleinfo/2286442,in_bph,7,14138,anonymous,Theatrum chemicum,1602,Oberursel,"Sutor, Cornelius","Zetzner, Lazarus",https://bph.sourcelibrary.org/catalog/14138
1603,Muḥammad Ibn-Sīrīn,Artemidori Daldiani &amp; Achmetis Sereimi F. Oneirocritica : Astrampsychi et Nicephori versus etiam Oneirocritici. Nicolai Rigaltii ad Artemidorum notae,1348258,https://www.e-rara.ch/content/titleinfo/1348258,jung_only,,,,,,,,,
1603,"Berrettari, Elpidio",Elpidii Berrettarii ... Tractatus de risu,1559088,https://www.e-rara.ch/content/titleinfo/1559088,jung_only,,,,,,,,,
1603,[s.n.],"Missale Constantiense ad Romani formam &amp; normam revocatum, atque a ... Clemente VIII. approbatum ... Ioan. Georgii, episcopi Constantiensis, &amp; domini Augiae Maioris, &amp;c. auctoritate &amp; iussu editum",2869717,https://www.e-rara.ch/content/titleinfo/2869717,jung_only,,,,,,,,,
1604,Galenus,"Epitome Galeni Pergameni operum in quatuor partes digesta, pulcherrima methodo universam illius viri doctrinam complectens : accesserunt eiusdem And. Lacunae annotationes in Galeni interpretes quibus varii loci, in quos hactenus impegerunt lectores, &amp; explicantur et summa fide restituuntur : item de ponderibus &amp; mensuris medicinalibus utilis commentarius",1684924,https://www.e-rara.ch/content/titleinfo/1684924,jung_only,,,,,,,,,
1604,"Hoghelande, Theobaldus van","Historiæ aliquot transmutationis metallicae ... pro defensione alchymiae contra hostium rabiem : adiecta est ... Raymundi Lullii vita, &amp; alia quædam",1853689,https://www.e-rara.ch/content/titleinfo/1853689,jung_only,,,,,,,,,
1605,"Ibn-Umail, Muḥammad",Philosophiae chymicae IV vetustissima scripta : Tabula chymica,1854796,https://www.e-rara.ch/content/titleinfo/1854796,jung_only,,,,,,,,,
1606,"Eglin, Raphael",Disquisitio de helia artium ...,1854638,https://www.e-rara.ch/content/titleinfo/1854638,jung_only,,,,,,,,,
1606,"Libavius, Andreas","Alchymia Andreae Libavii, recognita, emendata, et aucta; tum dogmatibus &amp; experimentis nonnullis ... : tum commentario medico physico chymico ...",1912930,https://www.e-rara.ch/content/titleinfo/1912930,jung_only,,,,,,,,,
1607,"Opsopäus, Johannes",Oracula magica Zoroastris cum scholiis Plethonis et Pselli nunc primum editi ...,2034549,https://www.e-rara.ch/content/titleinfo/2034549,in_bph,7,10628,Zoroaster,Oracula magica,1607,Paris,,n.n.,https://bph.sourcelibrary.org/catalog/10628
1607,"Opsopäus, Johannes","Oracula metrica Iovis, Apollinis, Hecates, Serapidis, et aliorum deorum ac vatum tam virorum quam feminarum : item Astrampsychi oneirocreticon",2034699,https://www.e-rara.ch/content/titleinfo/2034699,in_bph,13,21283,,"Oracula metrica Jovis, Apollonis, Hecates, Serapidis. Astrampsychi oneirocriticon",1607,Paris,,n.n.,https://bph.sourcelibrary.org/catalog/21283
1608,"Meisner, Lorenz","Gemma gemmarum alchimistarum oder Erleuterung der parabolischen und philosophischen Schrifften Fratris Basilii, der zwölff Schlüssel von dem Stein der uhralten Weisen und desselben aussdrücklichen unnd warhafften Praeparation ... : item Ausslegung Rythmorum Basilii von der Materia des Steins der Philosophen ...",1529968,https://www.e-rara.ch/content/titleinfo/1529968,in_bph,27,5383,"Meisner, Lorentz|Schüler, Conrad",Gemma gemmarum alchimistarum. Oder Erleuterung der parabolischen und philosophischen Schrifften Fratris Basilii. Ausslegung Rythmorum Basilii,1608,Eisleben|Leipzig,"[Gaubisch, Jakob I]","[Apel, Jakob II]",https://bph.sourcelibrary.org/catalog/5383
1608,[s.n.],"Gemma gemmarum alchimistarum oder Erleuterung der parabolischen und philosophischen Schrifften Fratris Basilii, der zwölff Schlüssel von dem Stein der uhralten Weisen und desselben aussdrücklichen unnd warhafften Praeparation ... : item Ausslegung Rythmorum Basilii von der Materia des Steins der Philosophen ... / Gemma gemmarum alchimistarum oder Erleuterung der parabolischen und philosophischen Schrifften Fratris Basilii.",1529971,https://www.e-rara.ch/content/titleinfo/1529971,in_bph,25,5383,"Meisner, Lorentz|Schüler, Conrad",Gemma gemmarum alchimistarum. Oder Erleuterung der parabolischen und philosophischen Schrifften Fratris Basilii. Ausslegung Rythmorum Basilii,1608,Eisleben|Leipzig,"[Gaubisch, Jakob I]","[Apel, Jakob II]",https://bph.sourcelibrary.org/catalog/5383
1608,[s.n.],"Gemma gemmarum alchimistarum oder Erleuterung der parabolischen und philosophischen Schrifften Fratris Basilii, der zwölff Schlüssel von dem Stein der uhralten Weisen und desselben aussdrücklichen unnd warhafften Praeparation ... : item Ausslegung Rythmorum Basilii von der Materia des Steins der Philosophen ... / Gründliche Ausslegung und warhafftige Erklerung der rythmorum Fratris Basilii Valentini Monachi.",1530085,https://www.e-rara.ch/content/titleinfo/1530085,in_bph,25,5383,"Meisner, Lorentz|Schüler, Conrad",Gemma gemmarum alchimistarum. Oder Erleuterung der parabolischen und philosophischen Schrifften Fratris Basilii. Ausslegung Rythmorum Basilii,1608,Eisleben|Leipzig,"[Gaubisch, Jakob I]","[Apel, Jakob II]",https://bph.sourcelibrary.org/catalog/5383
1608,"Reinhart, Hans Christoph",Das  Valete: uber den Tractat der Arcanorum Basilii Valentini zusammen gesetzten Hauptschluss Puncten dess Liechts der Natur,1530175,https://www.e-rara.ch/content/titleinfo/1530175,in_bph,15,15151,"Rheinhart sr, Hans Christoff",Das Valete: Uber den Tractat der Arcanorum Basilii Valentini,1608,Halle,"Hynitzsch, Erasmus","Krusicke, Joachim",https://bph.sourcelibrary.org/catalog/15151
1608,"Figulus, Benedictus",Rosarium novum olympicum et benedictum ...,2094179,https://www.e-rara.ch/content/titleinfo/2094179,in_bph,15,12383,"Figulus, Benedictus",Rosarium novum olympicum et benedictum. Das ist: ein newer gebenedeyter philosophischer Rosengart,1608,Basel,,"Figulus, Benedictus",https://bph.sourcelibrary.org/catalog/12383
1608,"Goclenius, Rudolph","Rodolphi Goclenii uranoscopiae, chiroscopiae, metoposcopiae, et ophtalmoscopiae, contemplatio, qua probatur, divinationem ex astris, lineisque manuum, fronte, facie &amp; oculis nec impiam esse nec superstitiosam",2105363,https://www.e-rara.ch/content/titleinfo/2105363,jung_only,,,,,,,,,
1608,"Tertullianus, Quintus Septimius Florens","Q. Septimii Florentis Tertulliani Carthaginiensis presbyteri, Opera quae hactenus reperiri potuerunt omnia : Iam postremum, ad exemplaria manuscripta collatione facta, quam accuratiss. recognita, aliquot etiam libris auctiora nunc primum in capita, &amp; certo ordine, habita quantum fieri potuit temporum ratione, in quinque tomos distincta. : Cum Jacobi Pamelii ... argumentis &amp; adnotationibus toti operi interiectis, quibus tum loci obscuriores explicantur, tum quicquid ad antiquitatem ecclesiasticam spectat, illustratur. Ab eodem Pamelio recens adiecta Tertulliani vita, scripturarum citatarum index locupletiss. aliaque prolegomena. : Accessere &amp; loci ex coniectura Latini Latinii Viterbiensis restituti, &amp; erudita in lib. De Pallio Joannis Mercerii antecessoris Bituricensis commentaria. Catalogum totius operis inveniet lector post epistolas dedicatorias, &amp; in singulis tomis praefatiunculas de librorum ordine",3335469,https://www.e-rara.ch/content/titleinfo/3335469,jung_only,,,,,,,,,
1609,"Khunrath, Heinrich","Amphitheatrum sapientiae aeternae, solius verae, christiano-kabalisticum, divino-magicum, nec non physico-chymicum, tertriunum, catholicon",1836136,https://www.e-rara.ch/content/titleinfo/1836136,in_bph,13,565,"Khunrath, Heinrich",Amphitheatrum sapientiae aeternae,1609,Hanau,,"Antonius, Wilhelm",https://bph.sourcelibrary.org/catalog/565
1610,Christophorus,Elucidarii Christophori Parisiensis ander Theil so unlangst von einem fürnemen Philosopho ubersehen und mit Theophrasti und anderer newen Philosophen Testimoniis illustriret : beneben zweyen künstlichen Tractätlein Raymundi Lulli ... : als vade mecum Lullianum und Eröffnung des Testaments Raymundi Lullii,2091873,https://www.e-rara.ch/content/titleinfo/2091873,jung_only,,,,,,,,,
1611,"Thölde, Johann","Triumph Wagen Antimonii fratris Basilii Valentini ... allen so den Grund suchen der uhralten Medicin, auch zu der hermetischen Philosophy beliebnis tragen zu gut publiciret und an Tag geben",1529301,https://www.e-rara.ch/content/titleinfo/1529301,in_bph,9,14801,Basilius Valentinus,Triumph Wagen antimonii,1611,Leipzig,"Ende, Valentin am","Apel, Jakob II",https://bph.sourcelibrary.org/catalog/14801
1611,"Kornmann, Heinrich","Templum naturae historicum, Henrici Kornmanni ex Kirchaina Chattorum; in quo, de natura et miraculis quatuor elementorum; ignis, aeris, aquae terrae, ita disseritur ... Opus cuiusvis status hominibus perquam utile. In quatuor partes tributum",1930930,https://www.e-rara.ch/content/titleinfo/1930930,jung_only,,,,,,,,,
1612,"Ruland, Martin","Lexicon alchemiae sive dictionarium alchemisticum, cum obscuriorum verborum, &amp; rerum hermeticarum, tum Theophrast-Paracelsicarum phrasium, planam explicationem continens",1915690,https://www.e-rara.ch/content/titleinfo/1915690,in_bph,11,8293,"Ruland sr., Martin",Lexicon alchemiae,1612,Frankfurt,,"Palthenius, Zacharias",https://bph.sourcelibrary.org/catalog/8293
1612,"Trithemius, Johannes","Veterum sophorum sigilla et imagines magicae, sive sculpturae lapidum et gemmarum secundum nomen dei tetragrammaton, cum signatura planetarum et iuxta certos coeli tractus et constellationes, ad stupendos et mirandos effectus producendos. Additur vera eas conficiendi ratio &amp; pro acuenda memoria ac ingenio erectio signaturae Mercurii stupenda ...",2480555,https://www.e-rara.ch/content/titleinfo/2480555,jung_only,,,,,,,,,
1612,Artephius,Trois traitez de la philosophie naturelle non encore imprimez ... : scavoir le secret livre du ... philosophe Artephius traitant de l'art occulte et transmutation metallique ... ; plus les figures hierogliphiques,2498465,https://www.e-rara.ch/content/titleinfo/2498465,in_bph,21,14826,"Artephius|Flamel, Nicolas|Synesius",Trois traitez de la philosophie naturelle. De l'art occulte. Figures hierogliphiques. Le vray livre,1612,Paris,,"Marette, Guillaume",https://bph.sourcelibrary.org/catalog/14826
1613,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in quatuor partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- quartum]",2287453,https://www.e-rara.ch/content/titleinfo/2287453,in_bph,7,14139,anonymous,Theatrum chemicum,1613,Strassburg,,"Zetzner, Lazarus",https://bph.sourcelibrary.org/catalog/14139
1613,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in quatuor partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- quartum] / Volumen quartum.",2287455,https://www.e-rara.ch/content/titleinfo/2287455,in_bph,7,14139,anonymous,Theatrum chemicum,1613,Strassburg,,"Zetzner, Lazarus",https://bph.sourcelibrary.org/catalog/14139
1613,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in quatuor partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- quartum] / Volumen quintum.",2288648,https://www.e-rara.ch/content/titleinfo/2288648,in_bph,7,14139,anonymous,Theatrum chemicum,1613,Strassburg,,"Zetzner, Lazarus",https://bph.sourcelibrary.org/catalog/14139
1614,"Maier, Michael","Arcana arcanissima hoc est hieroglyphica Aegyptio-Graeca, vulgo necdum cognita, ad demonstrandam falsorum apud antiquos deorum, dearum, heroum, animantium &amp; institutorum pro sacris receptorum, originem, ex uno Aegyptiorum artificio, quod aureum animi &amp; corporis medicamentum peregit, deductam, unde tot poetarum allegoriae, scriptorum narrationes fabulosae &amp; pertotam encyclopaediam errores sparsi clarissima veritatis luce manifestantur, suaeque tribui singula restituuntur, sex libris exposita",1906204,https://www.e-rara.ch/content/titleinfo/1906204,in_bph,17,918,"Maier, Michael",Arcana arcanissima hoc est hieroglyphica Aegyptio-Graeca,1614,[London ?],,n.n.,https://bph.sourcelibrary.org/catalog/918
1615,"Boissard, Jean Jacques","Tractatus posthumus Jani Jacobi Boissardi ... De divinatione &amp; magicis praestigiis: quarum veritas ac vanitas solide exponitur per descriptionem deorum fatidicorum qui olim responsa dederunt; eorundemque prophetarum, sacerdotum ...",1608051,https://www.e-rara.ch/content/titleinfo/1608051,in_bph,5,14571,"Maier, Michael","Tractatus posthumus, sive Ulysses. Una cum annexis tractatibus de Fraternitate Roseae Crucis",1624,Frankfurt,,"Jennis, Lukas",https://bph.sourcelibrary.org/catalog/14571
1615,"Vanini, Giulio Cesare","Amphitheatrum aeternae providentiae divino-magicum, christiano-physicum nec non astrologo-catholicum adversus veteres philosophos, atheos, epicureos, peripateticos et stoicos : autore Iulio Caesare Vanino",2580278,https://www.e-rara.ch/content/titleinfo/2580278,in_bph,19,563,"Vanini, Giulio Cesare",Amphitheatrum aeternae providentiae divino-magicum,1615,Lyon,,"Harsy, widow of Antoine de",https://bph.sourcelibrary.org/catalog/563
1615,Iustinus,"Sancti Iustini philosophi et martyris opera : Graecus textus multis in locis correctus et Latina Ioannis Langi versio passim emendata: tum varians lectio, emendationum coniecturae, et res Indices seorsim in fine additi. Ab initio praemissa veterum de Iustino elogia, ordinis et censurae ratio .... Athenagorae Atheniensis philosophi christiani apologia vel legatio pro christianis. eiusdem de resurrectione mortuorum. Theophili patriarchae Antiocheni contra christianae religionis calumniatores ad autolycum libri tres. Tatiani Affyrii oratio ad Graecos, quod nihil eorum quibus Graeci gloriantur studiorum apud ipsos natum, sed omnia a barbaris inventa sint. Hermiae philosophi gentilium philosophorum irrisio",2868823,https://www.e-rara.ch/content/titleinfo/2868823,jung_only,,,,,,,,,
1616,"Trithemius, Johannes","Trithemius sui-ipsius vindex sive steganographiae ... viri Ioannis Trithemii, primo Spanheimensis ... apologetica defensio : accessit in fine fragmentum quaestionum eiusdem Trithemii",1761179,https://www.e-rara.ch/content/titleinfo/1761179,jung_only,,,,,,,,,
1616,"Maier, Michael","Lusus serius, quo Hermes sive Mercurius rex mundanorum omnium sub homine existentium, post longam disceptationem in concilio octovirali habitam, homine rationali arbitro, iudicatus &amp; constitutus est",1906698,https://www.e-rara.ch/content/titleinfo/1906698,in_bph,11,8640,"Maier, Michael",Lusus serius,1616,Oppenheim|Frankfurt,"Galler, Hieronymus","Jennis, Lukas",https://bph.sourcelibrary.org/catalog/8640
1616,"Maier, Michael","De circulo physico, quadrato hoc est, auro, eiusque virtute medicinali, sub duro cortice instar nuclei latente; an &amp; qualis inde petenda sit, tractatus haud inutilis",1931279,https://www.e-rara.ch/content/titleinfo/1931279,in_bph,17,23359,"Maier, Michael","De circulo physico, quadrato: hoc est, auro, eius que virtute medicinali",1616,Oppenheim,"Galler, Hieronymus","Jennis, Lukas",https://bph.sourcelibrary.org/catalog/23359
1616,Ephraem,"Sancti Ephraem Syri, patris et scriptoris ecclesiae antiquissimi et dignissimi, opera omnia quotquot in insignioribus Italiae bibliothecis, praecipue Romanis Graece inveniri potuerunt in tres tomos digesta",2834337,https://www.e-rara.ch/content/titleinfo/2834337,jung_only,,,,,,,,,
1617,"Fludd, Robert","Utriusque cosmi maioris scilicet et minoris metaphysica, physica atque technica historia in duo volumina secundum cosmi differentiam divisa",1683877,https://www.e-rara.ch/content/titleinfo/1683877,in_bph,27,15137,"Fludd, Robert","Utriusque cosmi maioris scilicet minoris metaphysica, physica atque technica historia. Tomus primus de macrocosmi historia",1617,Oppenheim,"Galler, Hieronymus","Bry, Johann Theodor de",https://bph.sourcelibrary.org/catalog/15137
1617,"Maier, Michael","Atalanta fugiens, hoc est, emblemata nova de secretis naturae chymica, accommodata partim oculis &amp; intellectui, figuris cupro incisis, adiectisque sententiis, epigrammatis &amp; notis, partim auribus &amp; recreationi animi plus minus 50 fugis musicalibus trium vocum, quarum duae ad unam simplicem melodiam distichis canendis peraptam, correspondeant, non absque singulari iucunditate videnda, legenda, meditanda, intelligenda, diiudicanda, canenda &amp; audienda",1905969,https://www.e-rara.ch/content/titleinfo/1905969,in_bph,10,1112,"Maier, Michael",Atalanta fugiens,1618,Oppenheim,"Galler, Hieroymus","Bry, Johann Theodor de",https://bph.sourcelibrary.org/catalog/1112
1617,"Maier, Michael","Symbola aureae mensae duodecim nationum. Hoc est, Hermaea seu Mercurii festa ab heroibus duodenis selectis, artis chymicae usu, sapientia &amp; authoritate paribus celebrata, ad Pyrgopolynicen seu adversarium illum tot annis iactabundum, virgini chemiae iniuriam argumentis tam vitiosis, quam convitiis argutis inferentem, confundendum &amp; exarmandum, artifices vero optime de ea meritos suo honori &amp; famae restituendum ... opus ... utilissimum, 12. libris explicatum &amp; traditum, figuris cupro incisis passim adiectis",1916280,https://www.e-rara.ch/content/titleinfo/1916280,in_bph,17,13870,"Maier, Michael",Symbola aureae mensae duodecim nationum,1617,Frankfurt,"Humm, Anton","Jennis, Lukas",https://bph.sourcelibrary.org/catalog/13870
1617,"Fludd, Robert","Tractatus theologo-philosophicus, in libros tres distributus, quorum I. de vita. II. de morte. III. de resurrectione : cui inseruntur nonnulla sapientiae veteris, Adami infortunio superstitis, fragmenta: ex profundiori sacrarum literarum sensu &amp; lumine, atque ex limpidiori &amp; liquidiori saniorum philosophorum fonte hausta atque collecta, fratribusque a Cruce Rosea dictis, dedicata",1998918,https://www.e-rara.ch/content/titleinfo/1998918,in_bph,13,14577,"[Fludd, Robert]",Tractatus theologo-philosophicus,1617,Oppenheim,"Galler, Hieronymus","Bry, Johann Theodor de",https://bph.sourcelibrary.org/catalog/14577
1618,"Pace, Giulio","Iul. Pacii Artis Lullianae emendatae libri 4 : quibus docetur methodus, per quam magna terminorum generalium, ... ad inveniendum sermonem de quacunque re, ... suppetat",1811575,https://www.e-rara.ch/content/titleinfo/1811575,jung_only,,,,,,,,,
1618,"Maier, Michael","Themis Aurea, das ist von den Gesetzen und Ordnungen der löblichen Fraternitet R. C. Ein aussführlicher Tractat und Bericht, darinnen gründlichen erwiesen wird, dass dieselbige Gesetz nicht allein in Warheit beständtig, sondern auch an sich selbst dem gemeinen und privat Nutzen nohtwendig, nützlich und erspriesslich seynd",1912676,https://www.e-rara.ch/content/titleinfo/1912676,in_bph,19,14153,"Maier, Michael","Themis aurea, das ist, von den Gesetzen, und Ordnungen der löblichen Fraternitet R.C",1618,Frankfurt,"Hoffmann, Nikolaus I","Jennis, Lukas",https://bph.sourcelibrary.org/catalog/14153
1618,Mylius Johann Daniel,"Ioannis Danielis Mylii ... Opus medico-chymicum : continens tres tractatus sive basilicas: quorum prior inscribitur basilica medica, secundus basilica chymica, tertius basilica philosophica",2032045,https://www.e-rara.ch/content/titleinfo/2032045,jung_only,,,,,,,,,
1618,"Visconti, Zaccaria","Complementum artis exorcisticae. Cui simile numquam visum est: cum litaniis, benedictionibus, &amp; doctrinis novis, exorcismis efficacissimis, ac remediis copiosis in maleficiatis expertis",3303914,https://www.e-rara.ch/content/titleinfo/3303914,jung_only,,,,,,,,,
1619,"Siebmacher, Johann","Wasserstein der Weysen, das ist ein chymisch Tractätlein, darin der Weg gezeiget, die Materia genennet und der Process beschrieben wird, zu dem hohen Geheymnuss der universal Tinctur zukommen vor disem niemalen gesehen ...",2580882,https://www.e-rara.ch/content/titleinfo/2580882,in_bph,11,15752,"[Siebmacher, Johann Ambrosius]|Meung, Jean de",Wasserstein der Weysen. Via veritatis,1619,Frankfurt,,"Jennis, Lukas",https://bph.sourcelibrary.org/catalog/15752
1620,"Mögling, Daniel","Prodromus Rhodo-Stauroticus, Parergi philosophici. Das ist: Vortrab und Entdeckung derer hocherleuchten, gottseligen und weitberühmten Bruderschafft vom Rosen Creutz philosophischen Parergi, sonsten Lapis Philosophorum genandt, wie derselbe am füglichsten kan erlangt und ins Werck gerichtet werden ...",1831581,https://www.e-rara.ch/content/titleinfo/1831581,in_bph,35,11687,"[Mögling, Daniel]","Prodromus rhodo-stauroticus, parergi philosophici. Das ist: Vortrab und Entdeckung, derer hocherleuchten, gottseligen, und weitberühmten Brüderschafft vom Rosen Creutz",1620,n.p.,,n.n.,https://bph.sourcelibrary.org/catalog/11687
1620,"Untzer, Matthias","Matthiae Untzeri ... anatomia mercurii Spagirica seu de hydrargyri natura, proprietate, viribus atque usu, libri duo",1997455,https://www.e-rara.ch/content/titleinfo/1997455,jung_only,,,,,,,,,
1620,"Untzer, Matthias",Matthiae Untzeri ... de sulphure tractatus,1997770,https://www.e-rara.ch/content/titleinfo/1997770,jung_only,,,,,,,,,
1620,"Nuisement, Clovis Hesteau",Poème philosophic de la verité de la phisique mineralle ...,2034455,https://www.e-rara.ch/content/titleinfo/2034455,in_bph,13,11436,"Nuysement, Jacques de",Poeme philosophic de la verite de la phisique mineralle,1620,Parijs,,"Perier, Jeremie| Buisard, Abdias",https://bph.sourcelibrary.org/catalog/11436
1622,Mylius Johann Daniel,Ioannis Danielis Mylii ... Philosophia reformata : continens libros binos. I. Liber in septem partes divisus est. ... II. Liber continet authoritates Philosophorum,3261933,https://www.e-rara.ch/content/titleinfo/3261933,jung_only,,,,,,,,,
1623,"Caussin, Nicolas","De symbolica Aegyptiorum sapientia : in qua symbola, parabolae, historiae selectae, quae ad omnem emblematum, aenigmatum, hieroglyphicorum cognitionem viam praestant",1632680,https://www.e-rara.ch/content/titleinfo/1632680,in_bph,9,13882,"Caussinus, Nicolaus",De symbolica aegyptiorum sapientia,1623,Cologne,,"Kinckius, Johann",https://bph.sourcelibrary.org/catalog/13882
1623,"Caussin, Nicolas","Polyhistor symbolicus, electorum symbolorum &amp; parabolarum historicarum stromata, XII libris complectens",1632874,https://www.e-rara.ch/content/titleinfo/1632874,in_bph,7,21004,"Caussinus, Nicolaus",Polyhistor symbolicus,1623,Cologne,,"Kinckius, Johann",https://bph.sourcelibrary.org/catalog/21004
1624,"Orandus, Eirenaeus","Nicholas Flammel, his exposition of the hieroglyphicall figures which he caused to bee painted upon an arch in St. Innocents church-yard, in Paris : together with the secret booke of Artephius, and the epistle of Iohn Pontanus concerning both the theoricke and the practicke of the philosophers stone",2035096,https://www.e-rara.ch/content/titleinfo/2035096,in_bph,26,4769,"Flamel, Nicolas",Nicholas Flammel his exposition of the hieroglyphical figures which he caused to be painted upon an arch in St. Innocents church yard in Paris: concerning both the theory and practise of the philosophers stone,,Bath|[1889],,,https://bph.sourcelibrary.org/catalog/4769
1624,"Stoltzius von Stoltzenberg, Daniel","Viridarium chymicum figuris cupro incisis adornatum, et poeticis picturis illustratum. Ita ut non tantum oculorum et animi recreationem suppeditet, sed et profundiorem rerum naturalium considerationem excitet, adhaec forma sua oblonga amicorum albo inservire queat",2216552,https://www.e-rara.ch/content/titleinfo/2216552,in_bph,13,15455,"Stoltzius von Stoltzenberg, Daniel",[Viridarium chymicum],1624,Frankfurt,,"Jennis, Lukas",https://bph.sourcelibrary.org/catalog/15455
1625,"Jamsthaler, Herbrandt",Viatorium spagyricum. Das ist ein gebenedeyter spagyrischer Wegweiser in den edlen Sonnengarten der Hesperidum zu kommen unnd daselbst den güldenen Tincturzweig dess Universals (sonsten Lapis philosophorum genandt) zu erlangen ...,1760867,https://www.e-rara.ch/content/titleinfo/1760867,in_bph,17,15370,"Jamsthaler, Herbrandt",Viatorium spagyricum. Das ist: ein gebenedeyter spagyrischer Wegweiser,1625,Frankfurt,,"Jennis, Lukas",https://bph.sourcelibrary.org/catalog/15370
1625,"Untzer, Matthias","Matthiae Untzeri ... physiologia salis seu, de salis natura eiusque prima origine, differentiis, proprietate atque usu. Commentatio philosopho-medica ...",1997900,https://www.e-rara.ch/content/titleinfo/1997900,jung_only,,,,,,,,,
1625,"Starkey, George","Gebri summa perfectio, das ist deß ... arabischen Philosophi Geber Büchlin von der gebenedeyten und allerhöchsten Vollkommenheit der allgemainen Artzeney, so wol für die metallischen als auch menschliche Cörper in ihr höchstes Wesen und vollkommenen Grad zubringen ...",2091553,https://www.e-rara.ch/content/titleinfo/2091553,jung_only,,,,,,,,,
1625,"Plinius Caecilius Secundus, Gaius",L' histoire du monde de C. Pline second ...,3333261,https://www.e-rara.ch/content/titleinfo/3333261,jung_only,,,,,,,,,
1628,"Se̜dziwój, Michał","Tripus chimicus Sendivogianus, dreyfaches chimisches Kleinod. Das ist zwölff Tractätlin von dem philosophischen Stain der alten Weisen ...",2091347,https://www.e-rara.ch/content/titleinfo/2091347,in_bph,15,14784,"Sendivogius, Michael","Tripus chimicus Sendivogianus, dreyfaches chimisches Kleinod",1628,Strassburg,,"Zetzner, heirs of Lazarus",https://bph.sourcelibrary.org/catalog/14784
1629,"Bacon, Roger","Roger Bachon de l'admirable pouvoir et puissance de l'art &amp; de nature, ou est traicté de la pièrre philosophale",2102847,https://www.e-rara.ch/content/titleinfo/2102847,jung_only,,,,,,,,,
