page_id,book_id,page_number,position_bucket,words,body_words,unique_words,type_token_ratio,degenerate,script_class,marginalia,page_type_tag,columns_tag,ocr_model,has_translation,n_revisions,is_double_ocr
6953cc3677f38f6761be1640,6953cc3677f38f6761be156e,210,3 middle,421,419,246,0.5843,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6953cc3677f38f6761be1668,6953cc3677f38f6761be156e,250,3 middle,219,172,196,0.895,0,spaced,2,text,,gemini-3-flash-preview,1,0,0
6953cc3677f38f6761be1690,6953cc3677f38f6761be156e,290,3 middle,79,78,71,,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6953cc3677f38f6761be16b8,6953cc3677f38f6761be156e,330,4 late,47,54,45,,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
6953cc3677f38f6761be16e0,6953cc3677f38f6761be156e,370,4 late,234,155,193,0.8248,0,spaced,19,text,2,gemini-3-flash-preview,1,0,0
6953dd7277f38f6761be7c37,6953dd7177f38f6761be7c2b,12,1 front,140,138,91,0.65,0,spaced,0,,,gemini-3-flash-preview,1,0,0
6953dd7277f38f6761be7c5f,6953dd7177f38f6761be7c2b,52,2 early,143,139,82,0.5734,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6953dd7277f38f6761be7c87,6953dd7177f38f6761be7c2b,92,3 middle,146,142,87,0.5959,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6953dd7277f38f6761be7caf,6953dd7177f38f6761be7c2b,132,3 middle,157,150,108,0.6879,0,spaced,1,,,gemini-3-flash-preview,1,0,0
6953dd7277f38f6761be7cd7,6953dd7177f38f6761be7c2b,172,3 middle,136,132,94,0.6912,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6953dd7277f38f6761be7cff,6953dd7177f38f6761be7c2b,212,3 middle,135,131,83,0.6148,0,spaced,0,,,gemini-3-flash-preview,1,0,0
6953dd7277f38f6761be7d27,6953dd7177f38f6761be7c2b,252,4 late,144,140,96,0.6667,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6953dd7277f38f6761be7d4f,6953dd7177f38f6761be7c2b,292,5 back,156,152,100,0.641,0,spaced,0,,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11087ea1,6953eae01479a63c11087e87,26,1 front,421,417,224,0.5321,0,spaced,0,preface,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11087ec9,6953eae01479a63c11087e87,66,2 early,263,261,148,0.5627,0,spaced,5,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11087ef1,6953eae01479a63c11087e87,106,2 early,256,232,141,0.5508,0,spaced,6,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11087f19,6953eae01479a63c11087e87,146,2 early,277,275,151,0.5451,0,spaced,5,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11087f41,6953eae01479a63c11087e87,186,2 early,265,263,157,0.5925,0,spaced,6,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11087f69,6953eae01479a63c11087e87,226,3 middle,271,268,149,0.5498,0,spaced,6,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11087f91,6953eae01479a63c11087e87,266,3 middle,283,281,122,0.4311,0,spaced,6,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11087fb9,6953eae01479a63c11087e87,306,3 middle,284,280,151,0.5317,0,spaced,8,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11087fe1,6953eae01479a63c11087e87,346,3 middle,239,235,190,0.795,0,spaced,7,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11088009,6953eae01479a63c11087e87,386,3 middle,227,223,116,0.511,0,spaced,5,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11088031,6953eae01479a63c11087e87,426,3 middle,243,235,138,0.5679,0,spaced,5,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11088059,6953eae01479a63c11087e87,466,3 middle,227,210,118,0.5198,0,spaced,5,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c11088081,6953eae01479a63c11087e87,506,3 middle,241,235,149,0.6183,0,spaced,5,text,,gemini-3-flash-preview,1,0,0
6953eae01479a63c110880a9,6953eae01479a63c11087e87,546,3 middle,209,208,171,0.8182,0,spaced,5,text,,gemini-3-flash-preview,1,0,0
6953eae11479a63c110880d1,6953eae01479a63c11087e87,586,3 middle,233,231,168,0.721,0,spaced,6,text,,gemini-3-flash-preview,1,0,0
6953eae11479a63c110880f9,6953eae01479a63c11087e87,626,4 late,243,241,184,0.7572,0,spaced,4,text,,gemini-3-flash-preview,1,0,0
6953eae11479a63c11088121,6953eae01479a63c11087e87,666,4 late,201,200,160,0.796,0,spaced,5,text,,gemini-3-flash-preview,1,0,0
6953eae11479a63c11088149,6953eae01479a63c11087e87,706,4 late,340,335,178,0.5235,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6953eae11479a63c11088171,6953eae01479a63c11087e87,746,4 late,54,46,41,,0,spaced,0,toc,,gemini-3-flash-preview,1,0,0
6953eae11479a63c11088199,6953eae01479a63c11087e87,786,5 back,69,0,64,,0,spaced,0,blank,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108bdc1,695435491479a63c1108bdab,22,1 front,120,119,104,0.8667,0,spaced,0,preface,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108bde9,695435491479a63c1108bdab,62,2 early,278,272,207,0.7446,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108be11,695435491479a63c1108bdab,102,2 early,285,280,178,0.6246,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108be39,695435491479a63c1108bdab,142,2 early,193,176,148,0.7668,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108be61,695435491479a63c1108bdab,182,2 early,209,198,153,0.7321,0,spaced,2,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108be89,695435491479a63c1108bdab,222,2 early,273,266,163,0.5971,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108beb1,695435491479a63c1108bdab,262,2 early,255,252,172,0.6745,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108bed9,695435491479a63c1108bdab,302,3 middle,264,259,179,0.678,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108bf01,695435491479a63c1108bdab,342,3 middle,238,230,138,0.5798,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108bf29,695435491479a63c1108bdab,382,3 middle,241,231,156,0.6473,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108bf51,695435491479a63c1108bdab,422,3 middle,273,270,175,0.641,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108bf79,695435491479a63c1108bdab,462,3 middle,227,214,152,0.6696,0,spaced,2,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108bfa1,695435491479a63c1108bdab,502,3 middle,222,214,140,0.6306,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
6954354a1479a63c1108bfc9,695435491479a63c1108bdab,542,3 middle,274,266,163,0.5949,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,0,0
6954354a1479a63c1108bff1,695435491479a63c1108bdab,582,3 middle,221,211,135,0.6109,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,0,0
6954354a1479a63c1108c019,695435491479a63c1108bdab,622,3 middle,259,250,148,0.5714,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,0,0
6954354a1479a63c1108c041,695435491479a63c1108bdab,662,3 middle,256,253,151,0.5898,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
6954354a1479a63c1108c069,695435491479a63c1108bdab,702,3 middle,261,254,180,0.6897,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,0,0
6954354a1479a63c1108c091,695435491479a63c1108bdab,742,3 middle,248,246,153,0.6169,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
6954354a1479a63c1108c0b9,695435491479a63c1108bdab,782,3 middle,217,210,133,0.6129,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,0,0
6954354a1479a63c1108c0e1,695435491479a63c1108bdab,822,3 middle,246,239,164,0.6667,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,1,1
6954354a1479a63c1108c109,695435491479a63c1108bdab,862,4 late,221,207,147,0.6652,0,spaced,2,text,,gemini-3.1-flash-lite-preview,1,1,1
6954354a1479a63c1108c131,695435491479a63c1108bdab,902,4 late,254,243,157,0.6181,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,1,1
6954354a1479a63c1108c159,695435491479a63c1108bdab,942,4 late,243,235,168,0.6914,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,1,1
6954354a1479a63c1108c181,695435491479a63c1108bdab,982,4 late,216,209,140,0.6481,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,1,1
6954354a1479a63c1108c1a9,695435491479a63c1108bdab,1022,4 late,233,222,163,0.6996,0,spaced,2,text,,gemini-3.1-flash-lite-preview,1,1,1
6954354a1479a63c1108c1d1,695435491479a63c1108bdab,1062,4 late,217,214,162,0.7465,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
6954354a1479a63c1108c1f9,695435491479a63c1108bdab,1102,5 back,261,258,158,0.6054,0,spaced,0,index,2,gemini-3.1-flash-lite-preview,1,0,0
695575d2f63a757109174bc9,695575d2f63a757109174bb7,18,1 front,601,597,272,0.4526,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174bf1,695575d2f63a757109174bb7,58,2 early,594,592,275,0.463,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174c19,695575d2f63a757109174bb7,98,2 early,240,238,129,0.5375,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
695575d2f63a757109174c41,695575d2f63a757109174bb7,138,2 early,474,471,230,0.4852,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174c69,695575d2f63a757109174bb7,178,2 early,538,536,237,0.4405,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174c91,695575d2f63a757109174bb7,218,3 middle,578,576,219,0.3789,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174cb9,695575d2f63a757109174bb7,258,3 middle,493,478,249,0.5051,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174ce1,695575d2f63a757109174bb7,298,3 middle,119,139,96,,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
695575d2f63a757109174d09,695575d2f63a757109174bb7,338,3 middle,153,149,92,0.6013,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174d31,695575d2f63a757109174bb7,378,3 middle,596,582,269,0.4513,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174d59,695575d2f63a757109174bb7,418,3 middle,590,587,245,0.4153,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174d81,695575d2f63a757109174bb7,458,3 middle,59,574,41,,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174da9,695575d2f63a757109174bb7,498,3 middle,263,183,165,0.6274,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174dd1,695575d2f63a757109174bb7,538,3 middle,418,414,196,0.4689,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
695575d2f63a757109174df9,695575d2f63a757109174bb7,578,3 middle,515,507,240,0.466,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174e21,695575d2f63a757109174bb7,618,4 late,340,333,212,0.6235,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174e49,695575d2f63a757109174bb7,658,4 late,300,433,168,0.56,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174e71,695575d2f63a757109174bb7,698,4 late,607,600,262,0.4316,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174e99,695575d2f63a757109174bb7,738,4 late,586,581,238,0.4061,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
695575d2f63a757109174ec1,695575d2f63a757109174bb7,778,5 back,522,505,245,0.4693,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6955843657e3b773024f8d8a,6955843657e3b773024f8d7c,14,1 front,352,351,239,0.679,0,spaced,0,preface,,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8db2,6955843657e3b773024f8d7c,54,2 early,440,439,271,0.6159,0,spaced,0,preface,,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8dda,6955843657e3b773024f8d7c,94,2 early,270,266,201,0.7444,0,spaced,0,text,2,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8e02,6955843657e3b773024f8d7c,134,2 early,281,277,214,0.7616,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8e2a,6955843657e3b773024f8d7c,174,3 middle,434,430,307,0.7074,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8e52,6955843657e3b773024f8d7c,214,3 middle,380,376,286,0.7526,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8e7a,6955843657e3b773024f8d7c,254,3 middle,482,461,315,0.6535,0,spaced,2,text,,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8ea2,6955843657e3b773024f8d7c,294,3 middle,411,406,278,0.6764,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8eca,6955843657e3b773024f8d7c,334,3 middle,324,322,233,0.7191,0,spaced,0,text,2,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8ef2,6955843657e3b773024f8d7c,374,3 middle,335,333,204,0.609,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8f1a,6955843657e3b773024f8d7c,414,4 late,397,395,242,0.6096,0,spaced,0,index,,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8f42,6955843657e3b773024f8d7c,454,4 late,263,260,151,0.5741,0,spaced,0,index,,gemini-3-flash-preview,1,1,1
6955843657e3b773024f8f6a,6955843657e3b773024f8d7c,494,4 late,219,216,145,0.6621,0,spaced,0,index,,claude-sonnet-4-6,1,1,1
6955843657e3b773024f8f92,6955843657e3b773024f8d7c,534,5 back,277,277,149,0.5379,0,spaced,4,text,,gemini-3-flash-preview,1,1,1
69569e3b1479a63c1109279a,69568900be7c607c5f03c2d7,34,4 late,211,144,152,0.7204,0,spaced,1,text,,gemini-3-flash-preview,1,1,1
69569d361479a63c110912a1,69568909be7c607c5f03c44d,35,2 early,317,302,258,0.8139,0,spaced,7,text,,gemini-3-flash-preview,1,1,1
69569d361479a63c110912c9,69568909be7c607c5f03c44d,75,2 early,285,274,237,0.8316,0,spaced,4,text,,gemini-3-flash-preview,1,1,1
69569d361479a63c110912f1,69568909be7c607c5f03c44d,115,3 middle,121,0,79,0.6529,0,spaced,0,illustration,,gemini-3-flash-preview,1,1,1
69569d361479a63c11091319,69568909be7c607c5f03c44d,155,3 middle,329,304,263,0.7994,0,spaced,4,,,gemini-3-flash-preview,1,0,0
69569d361479a63c11091341,69568909be7c607c5f03c44d,195,3 middle,313,310,262,0.8371,0,spaced,2,text,,gemini-3-flash-preview,1,0,0
69569d361479a63c11091369,69568909be7c607c5f03c44d,235,3 middle,327,306,267,0.8165,0,spaced,4,text,,gemini-3-flash-preview,1,0,0
69569d361479a63c11091391,69568909be7c607c5f03c44d,275,4 late,342,320,279,0.8158,0,spaced,7,text,,gemini-3-flash-preview,1,0,0
69569d361479a63c110913b9,69568909be7c607c5f03c44d,315,4 late,359,330,314,0.8747,0,spaced,9,text,,gemini-3-flash-preview,1,0,0
69569d361479a63c110913e1,69568909be7c607c5f03c44d,355,5 back,357,336,259,0.7255,0,spaced,0,index,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76c4d1,6957ef6bcbe1dcad7b76beff,-1490,unknown,107,0,83,,0,spaced,1,blank,,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c4a9,6957ef6bcbe1dcad7b76beff,-1450,unknown,56,0,47,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c481,6957ef6bcbe1dcad7b76beff,-1410,unknown,55,0,46,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c459,6957ef6bcbe1dcad7b76beff,-1370,unknown,88,0,71,,0,spaced,0,illustration,,gemini-3.1-flash-lite-preview,0,0,0
6957ef6bcbe1dcad7b76c431,6957ef6bcbe1dcad7b76beff,-1330,unknown,58,0,48,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c409,6957ef6bcbe1dcad7b76beff,-1290,unknown,66,0,58,,0,spaced,0,illustration,,gemini-3.1-flash-lite-preview,0,0,0
6957ef6bcbe1dcad7b76c3e1,6957ef6bcbe1dcad7b76beff,-1250,unknown,69,0,55,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c3b9,6957ef6bcbe1dcad7b76beff,-1210,unknown,82,0,71,,0,spaced,0,illustration,,gemini-3.1-flash-lite-preview,0,0,0
6957ef6bcbe1dcad7b76c391,6957ef6bcbe1dcad7b76beff,-1170,unknown,76,0,64,,0,spaced,0,blank,,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c369,6957ef6bcbe1dcad7b76beff,-1130,unknown,77,0,61,,0,spaced,0,illustration,,gemini-3.1-flash-lite-preview,0,0,0
6957ef6bcbe1dcad7b76c341,6957ef6bcbe1dcad7b76beff,-1090,unknown,69,0,55,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c319,6957ef6bcbe1dcad7b76beff,-1050,unknown,68,0,58,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c2f1,6957ef6bcbe1dcad7b76beff,-1010,unknown,68,0,54,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,1,1
6957ef6bcbe1dcad7b76c2c9,6957ef6bcbe1dcad7b76beff,-970,unknown,77,0,61,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,1,1
6957ef6bcbe1dcad7b76c2a1,6957ef6bcbe1dcad7b76beff,-930,unknown,87,0,70,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,1,1
6957ef6bcbe1dcad7b76c279,6957ef6bcbe1dcad7b76beff,-890,unknown,72,0,57,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,1,1
6957ef6bcbe1dcad7b76c251,6957ef6bcbe1dcad7b76beff,-850,unknown,57,0,47,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,1,1
6957ef6bcbe1dcad7b76c229,6957ef6bcbe1dcad7b76beff,-810,unknown,56,0,47,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,1,1
6957ef6bcbe1dcad7b76c201,6957ef6bcbe1dcad7b76beff,-770,unknown,58,0,48,,0,spaced,0,frontispiece,,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c1d9,6957ef6bcbe1dcad7b76beff,-730,unknown,90,0,74,,0,spaced,1,blank,,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76bf26,6957ef6bcbe1dcad7b76beff,39,2 early,538,484,323,0.6004,0,spaced,7,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76bf4e,6957ef6bcbe1dcad7b76beff,79,2 early,329,275,236,0.7173,0,spaced,3,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76bf76,6957ef6bcbe1dcad7b76beff,119,2 early,541,502,409,0.756,0,spaced,10,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76bf9e,6957ef6bcbe1dcad7b76beff,159,2 early,617,542,440,0.7131,0,spaced,2,text,2,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76bfc6,6957ef6bcbe1dcad7b76beff,199,3 middle,525,482,353,0.6724,0,spaced,7,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76bfef,6957ef6bcbe1dcad7b76beff,240,3 middle,552,513,361,0.654,0,spaced,7,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76c017,6957ef6bcbe1dcad7b76beff,280,3 middle,392,338,299,0.7628,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76c03f,6957ef6bcbe1dcad7b76beff,320,3 middle,785,784,506,0.6446,0,spaced,5,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76c067,6957ef6bcbe1dcad7b76beff,360,3 middle,519,487,401,0.7726,0,spaced,16,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76c08f,6957ef6bcbe1dcad7b76beff,400,3 middle,544,469,356,0.6544,0,spaced,1,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76c0b7,6957ef6bcbe1dcad7b76beff,440,3 middle,495,458,252,0.5091,0,spaced,1,index,4,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76c0df,6957ef6bcbe1dcad7b76beff,480,3 middle,468,400,368,0.7863,0,spaced,5,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76c107,6957ef6bcbe1dcad7b76beff,520,3 middle,358,288,261,0.7291,0,spaced,1,text,2,gemini-3-flash-preview,1,0,0
6957ef6bcbe1dcad7b76c12f,6957ef6bcbe1dcad7b76beff,560,4 late,561,544,411,0.7326,0,spaced,0,text,2,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c157,6957ef6bcbe1dcad7b76beff,600,4 late,518,494,379,0.7317,0,spaced,0,text,2,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c17f,6957ef6bcbe1dcad7b76beff,640,4 late,468,222,379,0.8098,0,spaced,0,text,2,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c1a8,6957ef6bcbe1dcad7b76beff,681,4 late,330,278,264,0.8,0,spaced,0,text,2,gemini-3.1-flash-lite-preview,1,0,0
6957ef6bcbe1dcad7b76c1d0,6957ef6bcbe1dcad7b76beff,721,5 back,587,567,425,0.724,0,spaced,0,text,2,gemini-3.1-flash-lite-preview,1,0,0
6958e0d19659a6529d5772df,6958e0d19659a6529d5772be,33,1 front,625,604,458,0.7328,0,spaced,10,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d577307,6958e0d19659a6529d5772be,73,2 early,677,657,474,0.7001,0,spaced,4,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d57732f,6958e0d19659a6529d5772be,113,2 early,675,663,406,0.6015,0,spaced,4,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d577357,6958e0d19659a6529d5772be,153,2 early,606,596,413,0.6815,0,spaced,4,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d57737f,6958e0d19659a6529d5772be,193,2 early,546,564,408,0.7473,0,spaced,6,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d5773a7,6958e0d19659a6529d5772be,233,2 early,525,490,375,0.7143,0,spaced,6,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d5773cf,6958e0d19659a6529d5772be,273,3 middle,562,548,392,0.6975,0,spaced,6,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d5773f7,6958e0d19659a6529d5772be,313,3 middle,425,422,320,0.7529,0,spaced,8,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d57741f,6958e0d19659a6529d5772be,353,3 middle,608,589,455,0.7484,0,spaced,5,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d577447,6958e0d19659a6529d5772be,393,3 middle,701,682,495,0.7061,0,spaced,3,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d57746f,6958e0d19659a6529d5772be,433,3 middle,629,587,473,0.752,0,spaced,3,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d577497,6958e0d19659a6529d5772be,473,3 middle,564,529,411,0.7287,0,spaced,8,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d5774bf,6958e0d19659a6529d5772be,513,3 middle,388,165,317,0.817,0,spaced,5,text,,gemini-3-flash-preview,1,0,0
6958e0d19659a6529d5774e7,6958e0d19659a6529d5772be,553,3 middle,792,782,594,0.75,0,spaced,3,text,,gemini-3.1-flash-lite-preview,1,1,1
6958e0d19659a6529d57750f,6958e0d19659a6529d5772be,593,3 middle,572,677,406,0.7098,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,1,1
6958e0d19659a6529d577537,6958e0d19659a6529d5772be,633,3 middle,513,478,413,0.8051,0,spaced,2,text,,gemini-3.1-flash-lite-preview,1,1,1
6958e0d19659a6529d57755f,6958e0d19659a6529d5772be,673,3 middle,608,591,467,0.7681,0,spaced,4,text,,gemini-3.1-flash-lite-preview,1,1,1
6958e0d19659a6529d577587,6958e0d19659a6529d5772be,713,3 middle,774,762,593,0.7661,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,1,1
6958e0d19659a6529d5775af,6958e0d19659a6529d5772be,753,3 middle,524,510,388,0.7405,0,spaced,4,text,,gemini-3.1-flash-lite-preview,1,1,1
6958e0d19659a6529d5775d7,6958e0d19659a6529d5772be,793,4 late,697,691,546,0.7834,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
6958e0d19659a6529d5775ff,6958e0d19659a6529d5772be,833,4 late,495,488,376,0.7596,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
6958e0d19659a6529d577627,6958e0d19659a6529d5772be,873,4 late,451,443,367,0.8137,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,0,0
6958e0d19659a6529d57764f,6958e0d19659a6529d5772be,913,4 late,642,641,493,0.7679,0,spaced,0,appendix,,gemini-3.1-flash-lite-preview,1,0,0
6958e0d19659a6529d577677,6958e0d19659a6529d5772be,953,4 late,734,733,552,0.752,0,spaced,0,appendix,,gemini-3.1-flash-lite-preview,1,0,0
6958e0d19659a6529d57769f,6958e0d19659a6529d5772be,993,5 back,0,0,0,,0,spaced,0,index,2,gemini-3.1-flash-lite-preview,1,0,0
6958e0d49659a6529d5776c8,6958e0d49659a6529d5776b9,15,1 front,546,544,442,0.8095,0,spaced,0,preface,,gemini-3-flash-preview,1,0,0
6958e0d49659a6529d5776f0,6958e0d49659a6529d5776b9,55,2 early,448,444,321,0.7165,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6958e0d49659a6529d577718,6958e0d49659a6529d5776b9,95,2 early,366,362,257,0.7022,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6958e0d49659a6529d577740,6958e0d49659a6529d5776b9,135,2 early,343,144,285,0.8309,0,spaced,4,text,,gemini-3-flash-preview,1,0,0
6958e0d49659a6529d577768,6958e0d49659a6529d5776b9,175,2 early,523,516,334,0.6386,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
6958e0d49659a6529d577790,6958e0d49659a6529d5776b9,215,2 early,505,500,355,0.703,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6958e0d49659a6529d5777b8,6958e0d49659a6529d5776b9,255,3 middle,536,531,375,0.6996,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6958e0d49659a6529d5777e0,6958e0d49659a6529d5776b9,295,3 middle,487,483,327,0.6715,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
