book_id,mongo_id,slug,title,author,normalized_author,year,year_bucket,language,script_hint,text_role,work_id,work_slug,work_title,provider,source_url,pages_count,pages_ocr,pages_translated,pages_blank,ocr_pct,translation_pct,quality_score,scan_score,scan_median,dominant_scan_class,has_microfilm_pages,has_blank_pages,visible,hidden,is_first_translation,needs_splitting,split_completed,pipeline_status,n_collections,collections,subject_keywords,categories,tenant_id,created_at,n_ocr_revisions,n_revised_pages,revised_page_pct,revision_sources,revision_models,revision_first,revision_last,has_text_move_repair,has_undefined_key_window
69b656e118b87551bfce481e,69b656e118b87551bfce481e,dialexis-de-novae-et-prius-incognitae-stellae-inusitatae-hayck,"Dialexis de novae et prius incognitae stellae inusitatae magnitudinis & splendidissimi luminis apparitione, & de eiusdem stellae vero loco constituendo ...","Hayck, Thaddaeus Hagecius von",,1574,1500-1599,Latin,Latin,original,local:a:thaddaeus-hagecius-von-hayck:apparitione-constituendo-dialexis-eiusdem-et-incognitae-inusitatae-loco-luminis-,hayck-dialexis-de-novae-et-prius-incognitae-stellae-inusitatae-magnitudinis,"Dialexis de novae et prius incognitae stellae inusitatae magnitudinis & splendidissimi luminis apparitione, & de eiusdem stellae vero loco constituendo ...",e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-479,180,178,175,3,98.89,100,71,,,,,,1,0,1,,,images_complete,1,signs-in-the-sky,,,,2026-03-15T06:51:13.397Z,179,179,99.44,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:45.633Z,2026-07-25T16:42:45.633Z,1,0
69b656eb18b87551bfce4b84,69b656eb18b87551bfce4b84,cosmographia-petri-apiani-per-gemmam-frisium-iam-demum-ab-apian,"Cosmographia Petri Apiani, per Gemmam Frisium ... iam demum ab omnibus vindicata mendis, ac nonnullis quoque locis aucta ...","Apian, Petrus",,1574,1500-1599,Latin,Latin,original,Q20949806,frisius-cosmographia,Cosmographia,e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-1780,145,144,137,6,99.31,99.28,89,95,95,color_photo,0,0,1,0,1,,,images_complete,3,cosmology-astronomy|natural-philosophy|art-illustrated,,,,2026-03-15T06:51:23.190Z,145,145,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:32.282Z,2026-07-25T16:42:32.282Z,1,0
69b656ed18b87551bfce4c17,69b656ed18b87551bfce4c17,de-politia-judaica-tam-civili-quam-ecclesiastica-jam-inde-a-bertram,"De politia judaica, tam civili quam ecclesiastica, jam inde a suis primordiis, hoc est ab orbe condito, repetita","Bertram, Corneille Bonaventure",,1574,1500-1599,Latin,Latin,original,local:a:bertram-bonaventura-corneille:ab-civili-condito-ecclesiastica-est-hoc-inde-jam-judaica-orbe-politia-primordiis,bertram-de-politia-judaica,De politia judaica,e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-2742,160,159,152,6,99.38,99.35,56,95,95,color_photo,0,0,1,0,1,,,images_complete,0,,,,,2026-03-15T06:51:25.584Z,160,160,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:42.905Z,2026-07-25T16:42:42.905Z,1,0
69b656f218b87551bfce50ff,69b656f218b87551bfce50ff,exegesis-perspicua-et-ferme-integra-controversiae-de-sacra-cureus,"Exegesis perspicua et ferme integra controversiae de Sacra Coena, scripta ut privatim conscientias piorum erudiat, et subjicitur judicio sociorum confessionis augustanae, quicunque candide et sine privatis affectibus judicaturi sunt","Cureus, Joachimus",,1574,1500-1599,Latin,Latin,original,local:a:joachimus-cureus:affectibus-augustanae-candide-coena-confessionis-conscientias-controversiae-erud,cureus-exegesis-perspicua-et-ferme-integra-controversiae-de-sacra-coena-scrip,"Exegesis perspicua et ferme integra controversiae de Sacra Coena, scripta ut privatim conscientias piorum erudiat, et subjicitur judicio sociorum confessionis augustanae, quicunque candide et sine pri",e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-3318,100,99,96,3,99,100,51,95,95,color_photo,0,0,1,0,1,,,images_complete,0,,Eucharist|Augsburg Confession|Sacramental Theology|Christology|Reformation,theology|biblical-studies|philosophy,,2026-03-15T06:51:30.860Z,100,100,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:23.386Z,2026-07-25T16:42:23.386Z,1,0
69b6575518b87551bfce8895,69b6575518b87551bfce8895,historiae-cantebrigiensis-academiae-ab-urbe-condita-liber-caius,"Historiae Cantebrigiensis Academiae ab urbe condita, liber primus [-secundus]","Caius, John",,1574,1500-1599,Latin,Latin,original,local:a:john-dee:ab-academiae-cantebrigiensis-condita-historiae-liber-primus-urbe,caius-historiae-cantebrigiensis-academiae-ab-urbe-condita-liber-primus-secun,"Historiae Cantebrigiensis Academiae ab urbe condita, liber primus [-secundus]",e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-56811,144,141,139,0,97.92,98.59,59,95,95,color_photo,0,0,1,0,1,,,images_complete,0,,,,,2026-03-15T06:53:09.979Z,142,142,98.61,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:31.582Z,2026-07-25T16:42:31.582Z,1,0
69b6576518b87551bfce93bb,69b6576518b87551bfce93bb,ex-gratiosi-ordinis-med-bas-decreto-m-jacobus-seidelius-seidel,Ex gratiosi ordinis Med. Bas. decreto M. Jacobus Seidelius Olaviensis Silesius ... ad X. Calend. Octob. hora locoque solito de arthritide respondebit,"Seidel, Jakob",,1575,1500-1599,Latin,Latin,original,local:a:seidel-jakob:ad-arthritide-bas-calend-decreto-ex-gratiosi-hora-jacobus-locoque-med-octob,ex-gratiosi-ordinis-med-bas-decreto-m-jacobus-seidelius-olaviensis-sil,Ex gratiosi ordinis Med. Bas. decreto M. Jacobus Seidelius Olaviensis Silesius ... ad X. Calend. Octob. hora locoque solito de arthritide respondebit,e-rara,https://www.e-rara.ch/i3f/v21/38445/manifest,12,11,7,4,91.67,100,46,98,98,bitonal_clean,0,0,1,0,1,,,images_complete,0,,arthritis|humoral medicine|medical thesis|pathology|therapeutics,medicine,,2026-03-15T06:53:25.337Z,12,12,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:41:53.374Z,2026-07-25T16:41:53.374Z,1,0
69b657ce18b87551bfcebf56,69b657ce18b87551bfcebf56,theses-praediorum-militarium-100-frobesius,Theses praediorum militarium 100,"Frobesius, Peter",,1575,1500-1599,Latin,Latin,original,local:a:peter-frobesius:100-militarium-praediorum-theses,frobesius-theses-praediorum-militarium-100,Theses praediorum militarium 100,e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-8053,8,7,7,1,87.5,114.29,33,98,98,color_photo,0,0,1,,1,,,images_complete,1,miscellany,,law|politics|military,,2026-03-15T06:55:10.164Z,8,8,100,shift-repair-erara-2026-07,gemini-3-flash-preview,2026-07-25T16:39:13.269Z,2026-07-25T16:39:13.269Z,1,0
69b657d018b87551bfcebf60,69b657d018b87551bfcebf60,theses-de-magno-pietatis-mysterio-in-s-bibliis-tradito-grynaeus,"Theses de magno pietatis mysterio, in S. Bibliis tradito","Grynaeus, Johann Jakob",,1575,1500-1599,Latin,Latin,original,local:a:johann-jakob-grynaeus:bibliis-magno-mysterio-pietatis-theses-tradito,grynaeus-theses-de-magno-pietatis-mysterio-in-s-bibliis-tradito,"Theses de magno pietatis mysterio, in S. Bibliis tradito",e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-8546,6,5,5,1,83.33,120,43,98,98,color_photo,0,0,1,,1,,,images_complete,2,theology|biblical-exegesis,,theology|biblical-studies,,2026-03-15T06:55:12.983Z,6,6,100,shift-repair-erara-2026-07,gemini-3-flash-preview,2026-07-25T16:36:24.674Z,2026-07-25T16:36:24.674Z,1,0
69b657d518b87551bfcebfc8,69b657d518b87551bfcebfc8,de-certa-electorum-salute-theses-sexaginta-grynaeus,"De certa electorum salute, theses sexaginta","Grynaeus, Johann Jakob",,1575,1500-1599,Latin,Latin,original,local:a:johann-jakob-grynaeus:certa-electorum-salute-sexaginta-theses,grynaeus-de-certa-electorum-salute-theses-sexaginta,"De certa electorum salute, theses sexaginta",e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-8918,16,15,15,0,93.75,100,51,98,98,color_photo,0,0,1,0,1,,,images_complete,0,,predestination|Pauline theology|salvation|elect|justification,theology|biblical-studies,,2026-03-15T06:55:17.942Z,16,16,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:01.494Z,2026-07-25T16:42:01.494Z,1,0
69b657db18b87551bfcec2b4,69b657db18b87551bfcec2b4,petri-rami-vita-freig,Petri Rami vita,"Freig, Johannes Thomas",,1575,1500-1599,Latin,Latin,original,local:a:johannes-thomas-freig:petri-rami-vita,freig-petri-rami-vita,Petri Rami vita,e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-9245,46,45,45,0,97.83,100,61,98,98,color_photo,0,0,1,0,1,,,images_complete,0,,,,,2026-03-15T06:55:23.157Z,46,46,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:12.703Z,2026-07-25T16:42:12.703Z,1,0
69b657e218b87551bfcec7a6,69b657e218b87551bfcec7a6,heronis-alexandrini-spiritalium-liber-commandino,Heronis Alexandrini spiritalium liber,"Commandino, Federico",,1575,1500-1599,Latin,Latin,original,local:a:federico-commandino:alexandrini-heronis-liber-spiritalium,commandino-heronis-alexandrini-spiritalium-liber,Heronis Alexandrini spiritalium liber,e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-12978,172,170,165,5,98.84,100,71,,,,,,1,0,0,,,images_complete,2,ancient-engineering|natural-philosophy,,,,2026-03-15T06:55:30.945Z,171,171,99.42,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:48.598Z,2026-07-25T16:42:48.598Z,1,0
69b657ee18b87551bfced3ab,69b657ee18b87551bfced3ab,tractatus-de-imposturis-et-ceremoniis-iudaeorum-nostri-huser,Tractatus de imposturis et ceremoniis Iudaeorum nostri temporis,"Huser, Konrad",,1575,1500-1599,Latin,Latin,original,local:a:konrad-huser:ceremoniis-et-imposturis-iudaeorum-nostri-temporis-tractatus,huser-tractatus-de-imposturis-et-ceremoniis-iudaeorum-nostri-temporis,Tractatus de imposturis et ceremoniis Iudaeorum nostri temporis,e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-21900,74,73,72,1,98.65,100,51,92,92,color_photo,0,0,1,0,1,,,images_complete,0,,,,,2026-03-15T06:55:42.930Z,74,74,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:17.660Z,2026-07-25T16:42:17.660Z,1,0
69b6585b18b87551bfcf314e,69b6585b18b87551bfcf314e,articuli-de-coena-dominica-ministris-ecclesiarum-et-daneau,"Articuli de coena dominica, ministris ecclesiarum et scholarum Marchiticarum mandato ac iussu illustrissimi principis ac domini D. Joannis Georgii, marchionis Brandeburgensis, Electoris etc. proponendi, ut fide cordis, et oris confessione eos approbent, ac maioris confirmationis gratia manuum subscriptionem addant","Daneau, Lambert",,1576,1500-1599,Latin,Latin,original,local:a:danaeus:ac-addant-approbent-articuli-brandeburgensis-coena-confessione-confirmationis-co,daneau-articuli-de-coena-dominica-ministris-ecclesiarum-et-scholarum-marchiti,"Articuli de coena dominica, ministris ecclesiarum et scholarum Marchiticarum mandato ac iussu illustrissimi principis ac domini D. Joannis Georgii, marchionis Brandeburgensis, Electoris etc. proponend",e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-6317,58,57,49,8,98.28,100,49,,,,,,1,0,1,,,images_complete,2,reformation-theology|theology,Eucharist|Reformed theology|Christology|Andreas Musculus|Sacrament,theology|biblical-studies,,2026-03-15T06:57:31.588Z,58,58,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:15.951Z,2026-07-25T16:42:15.951Z,1,0
69b6586218b87551bfcf3423,69b6586218b87551bfcf3423,theodori-presbyteri-rhaethensis-libellus-adversus-haereses-theodorus,Theodori presbyteri Rhaethensis Libellus adversus haereses quibus jam olim hypostatica duarum in Christo naturarum unio oppugnata est,Theodorus,,1576,1500-1599,Latin,Latin,original,local:a:theodorus:adversus-christo-duarum-est-haereses-hypostatica-jam-libellus-naturarum-olim-opp,theodorus-theodori-presbyteri-rhaethensis-libellus-adversus-haereses-quibus-jam,Theodori presbyteri Rhaethensis Libellus adversus haereses quibus jam olim hypostatica duarum in Christo naturarum unio oppugnata est,e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-6326,54,53,42,11,98.15,100,42,95,95,color_photo,0,0,1,0,1,,,images_complete,0,,,,,2026-03-15T06:57:38.875Z,54,54,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:15.181Z,2026-07-25T16:42:15.181Z,1,0
69b6586a18b87551bfcf37ee,69b6586a18b87551bfcf37ee,in-c-plinii-majoris-capita-aliquot-ut-difficilima-ita-guilandino,"In C. Plinii Majoris capita aliquot, ut difficilima, ita pulcherrima et utilissima commentarius, varia et non vulgari eruditione refertus, ubi Matheolli errores non pauci deteguntur","Guilandino, Melchiorre",,1576,1500-1599,Latin,Latin,original,local:a:melchiorre-guilandino:aliquot-capita-commentarius-deteguntur-difficilima-errores-eruditione-et-ita-maj,guilandino-in-c-plinii-majoris-capita-aliquot-ut-difficilima-ita-pulcherrima-et,"In C. Plinii Majoris capita aliquot, ut difficilima, ita pulcherrima et utilissima commentarius, varia et non vulgari eruditione refertus, ubi Matheolli errores non pauci deteguntur",e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-6941,169,168,161,7,99.41,100,52,92,92,color_photo,0,0,1,0,1,,,images_complete,2,herbalism|medicine,botany|Pliny the Elder|philology|natural history|papyrus,botany|medicine|philosophy|history,,2026-03-15T06:57:46.346Z,169,169,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:44.531Z,2026-07-25T16:42:44.531Z,1,0
69b658d018b87551bfcf6709,69b658d018b87551bfcf6709,disputatio-de-melancholia-taurellus,Disputatio de melancholia,"Taurellus, Nicolaus",,1577,1500-1599,Latin,Latin,original,local:a:taurellus:disputatio-melancholia,taurellus-disputatio-de-melancholia,Disputatio de melancholia,e-rara,https://www.e-rara.ch/i3f/v21/38647/manifest,16,15,15,0,93.75,100,56,95,95,color_photo,0,0,1,0,1,,,images_complete,0,,melancholia|Galenic medicine|hypochondria|pathology|medical therapy,medicine|philosophy,,2026-03-15T06:59:28.757Z,16,16,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:01.214Z,2026-07-25T16:42:01.214Z,1,0
69b658dd18b87551bfcf6d3c,69b658dd18b87551bfcf6d3c,lex-dei-moralis-ceremonialis-et-politica-ex-libris-mosis-beze,"Lex Dei moralis, ceremonialis, et politica, ex libris Mosis excerpta, et in certas classes distributa","Bèze, Théodore de",,1577,1500-1599,Latin,Latin,original,local:a:theodore-beza:ceremonialis-certas-classes-dei-distributa-et-ex-excerpta-lex-libris-moralis-mos,beze-lex-dei-moralis-ceremonialis-et-politica-ex-libris-mosis-excerpta-et-i,"Lex Dei moralis, ceremonialis, et politica, ex libris Mosis excerpta, et in certas classes distributa",e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-2431,109,107,102,5,98.17,100,51,95,95,color_photo,0,0,1,0,1,,,images_complete,1,index-librorum-prohibitorum,,,,2026-03-15T06:59:41.054Z,108,108,99.08,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:24.636Z,2026-07-25T16:42:24.636Z,1,0
69b658df18b87551bfcf6dab,69b658df18b87551bfcf6dab,vita-clarissimi-viri-d-iosiae-simleri-tigurini-s-theologiae-stucki,"Vita clarissimi viri D. Iosiae Simleri Tigurini, S. Theologiae in Schola Tigurina Professoris fidelissimi","Stucki, Johann Wilhelm",,1577,1500-1599,Latin,Latin,original,local:a:johann-wilhelm-stucki:clarissimi-fidelissimi-iosiae-professoris-schola-simleri-theologiae-tigurina-tig,stucki-vita-clarissimi-viri-d-iosiae-simleri-tigurini-s-theologiae-in-schola,"Vita clarissimi viri D. Iosiae Simleri Tigurini, S. Theologiae in Schola Tigurina Professoris fidelissimi",e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-2598,40,39,39,0,97.5,100,51,98,98,color_photo,0,0,1,0,1,,,images_complete,0,,Iosias Simler|Reformation theology|biography|Zurich|funeral oration,theology|history|literature,,2026-03-15T06:59:43.434Z,40,40,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:11.989Z,2026-07-25T16:42:11.989Z,1,0
69b658e118b87551bfcf6dd5,69b658e118b87551bfcf6dd5,callimachi-cyrenaei-hymni-cum-suis-scholiis-graecis-et-callimaque-2,"Callimachi Cyrenaei Hymni, cum suis scholiis Graecis",Callimaque,,1577,1500-1599,Latin,Latin,original,local:a:callimachus:callimachi-cum-cyrenaei-graecis-hymni-scholiis-suis,callimachus-hymni,Hymni,e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-3444,184,183,177,6,99.46,100,60,,,,,,1,0,0,,,images_complete,2,ancient-greek-religion|literature,Hellenistic poetry|Classical philology|Greek literature|Humanism|Commentary,literature|philosophy|theology,,2026-03-15T06:59:45.871Z,184,184,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:54.376Z,2026-07-25T16:42:54.376Z,1,0
69b658e418b87551bfcf6e8f,69b658e418b87551bfcf6e8f,series-atque-ordo-consulum-reipub-tigurinae-a-rodolpho-beyel,Series atque ordo consulum reipub. Tigurinae a Rodolpho Brunone usque ad tempora nostra,"Beyel, Hans Rudolf",,1577,1500-1599,Latin,Latin,original,local:a:hans-rudolf-beyel:ad-atque-brunone-consulum-nostra-ordo-reipub-rodolpho-series-tempora-tigurinae-u,beyel-series-atque-ordo-consulum-reipub-tigurinae-a-rodolpho-brunone-usque-a,Series atque ordo consulum reipub. Tigurinae a Rodolpho Brunone usque ad tempora nostra,e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-4151,19,18,18,0,94.74,100,36,,,,,,1,0,1,,,images_complete,0,,,,,2026-03-15T06:59:48.210Z,19,19,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:52:12.440Z,2026-07-25T16:52:12.440Z,1,0
69b6592b18b87551bfcf9eb8,69b6592b18b87551bfcf9eb8,positiones-de-rerum-divisione-et-adquirendo-earundem-iure-isenhart,"... Positiones, de, rerum divisione, et adquirendo earundem iure gentium dominio","Isenhart, Michael",,1577,1500-1599,Latin,Latin,original,local:a:michael-isenhart:adquirendo-divisione-dominio-earundem-et-gentium-iure-positiones-rerum,isenhart-positiones-de-rerum-divisione-et-adquirendo-earundem-iure-gentium-domi,"... Positiones, de, rerum divisione, et adquirendo earundem iure gentium dominio",e-rara,https://www.e-rara.ch/i3f/v21/3925252/manifest,12,11,11,0,91.67,100,40,,,,,,1,0,1,,,images_complete,0,,Roman law|property rights|ius gentium|jurisprudence|University of Basel,law|philosophy|theology,,2026-03-15T07:00:59.669Z,11,11,91.67,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:41:52.868Z,2026-07-25T16:41:52.868Z,1,0
69b6595f18b87551bfcfb3b3,69b6595f18b87551bfcfb3b3,gratulationes-d-martino-aichmanno-schorndorffensi-viro-frischlin,"Gratulationes d. Martino Aichmanno Schorndorffensi, viro virtute, & doctrina praestantissimo, cum utriusque iuris doctor in Tubingensi schola anno 1577. XI. die Februarii, publice crearetur","Frischlin, Nicodemus",,1577,1500-1599,Latin,Latin,original,local:a:nicodemus-frischlin:1577-aichmanno-anno-crearetur-cum-die-doctor-doctrina-februarii-gratulationes-iu,frischlin-gratulationes-d-martino-aichmanno-schorndorffensi-viro-virtute-doctrin,"Gratulationes d. Martino Aichmanno Schorndorffensi, viro virtute, & doctrina praestantissimo, cum utriusque iuris doctor in Tubingensi schola anno 1577. XI. die Februarii, publice crearetur",e-rara,https://www.e-rara.ch/doi/10.3931/e-rara-101511,18,17,15,2,94.44,100,47,95,95,color_photo,0,0,1,0,1,,,images_complete,0,,jurisprudence|academic ceremony|humanism|Tubingen University|poetry,law|literature|history,,2026-03-15T07:01:51.140Z,18,18,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:01.763Z,2026-07-25T16:42:01.763Z,1,0
69b6596118b87551bfcfb3c7,69b6596118b87551bfcfb3c7,de-dentium-affectibus-monau,De dentium affectibus,"Monau, Peter",,1578,1500-1599,Latin,Latin,original,local:a:peter-monau:affectibus-dentium,monau-de-dentium-affectibus,De dentium affectibus,e-rara,https://www.e-rara.ch/i3f/v21/38563/manifest,16,15,15,0,93.75,100,51,,,,,,1,0,1,,,images_complete,0,,dentistry|pathology|anatomy|medical history|therapeutics,medicine|philosophy,,2026-03-15T07:01:53.499Z,15,15,93.75,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:00.953Z,2026-07-25T16:42:00.953Z,1,0
69b6596318b87551bfcfb3d9,69b6596318b87551bfcfb3d9,de-ventriculi-natura-et-affectibus-fagel,"De ventriculi natura, et affectibus","Fagel, Franz",,1578,1500-1599,Latin,Latin,original,local:a:franz-fagel:affectibus-et-natura-ventriculi,fagel-de-ventriculi-natura-et-affectibus,"De ventriculi natura, et affectibus",e-rara,https://www.e-rara.ch/i3f/v21/38583/manifest,8,7,7,0,87.5,100,34,98,98,color_photo,0,0,1,,1,,,images_complete,2,early-modern-medicine-sub|galenic-classical-medicine,,medicine|natural-philosophy,,2026-03-15T07:01:55.905Z,8,8,100,shift-repair-erara-2026-07,gemini-3-flash-preview,2026-07-25T16:39:13.000Z,2026-07-25T16:39:13.000Z,1,0
69b6596618b87551bfcfb3e3,69b6596618b87551bfcfb3e3,de-praecipius-visus-symptomatis-eorumque-causis-physica-amp-runge,De praecipius visus symptomatis eorumque causis Physica & Medica contemplatio,"Runge, Johann",,1578,1500-1599,Latin,Latin,original,local:a:runge-johann:causis-contemplatio-eorumque-medica-physica-praecipius-symptomatis-visus,runge-de-praecipius-visus-symptomatis-eorumque-causis-physica-medica-contemp,De praecipius visus symptomatis eorumque causis Physica & Medica contemplatio,e-rara,https://www.e-rara.ch/i3f/v21/38595/manifest,48,47,46,1,97.92,100,43,95,95,color_photo,0,0,1,0,1,,,images_complete,0,,,,,2026-03-15T07:01:58.266Z,48,48,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:14.097Z,2026-07-25T16:42:14.097Z,1,0
69b6596818b87551bfcfb415,69b6596818b87551bfcfb415,de-tabe-et-phthisi-pronunciata-taurellus,De tabe et phthisi pronunciata,"Taurellus, Nicolaus",,1578,1500-1599,Latin,Latin,original,local:a:taurellus:et-phthisi-pronunciata-tabe,taurellus-de-tabe-et-phthisi-pronunciata,De tabe et phthisi pronunciata,e-rara,https://www.e-rara.ch/i3f/v21/38667/manifest,24,23,22,1,95.83,100,51,95,95,color_photo,0,0,1,0,1,,,images_complete,0,,phthisis|tabes|pulmonary disease|medical disputation|humanism,medicine|philosophy|literature,,2026-03-15T07:02:00.609Z,24,24,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:09.349Z,2026-07-25T16:42:09.349Z,1,0
69b6596a18b87551bfcfb42f,69b6596a18b87551bfcfb42f,disputationis-medicae-de-hydrope-theses-inaugurales-lxv-hubner,Disputationis medicae de hydrope theses inaugurales LXV,"Hubner, Bartholomäus",,1578,1500-1599,Latin,Latin,original,local:a:bartholomaus-hubner:disputationis-hydrope-inaugurales-lxv-medicae-theses,hubner-disputationis-medicae-de-hydrope-theses-inaugurales-lxv,Disputationis medicae de hydrope theses inaugurales LXV,e-rara,https://www.e-rara.ch/i3f/v21/38695/manifest,16,15,15,0,93.75,100,43,,,,,,1,0,1,,,images_complete,0,,dropsy|pathology|medical dissertation|clinical medicine|humoral theory,medicine|philosophy,,2026-03-15T07:02:02.943Z,15,15,93.75,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:00.445Z,2026-07-25T16:42:00.445Z,1,0
69b6596d18b87551bfcfb441,69b6596d18b87551bfcfb441,de-venis-mesaraicis-obstructis-ipsarumque-ita-affectarum-platter,De venis mesaraicis obstructis ipsarumque ita affectarum curatione Theses sive Pronunciata LX,"Platter, Felix",,1578,1500-1599,Latin,Latin,original,local:a:felix-plater:affectarum-curatione-ipsarumque-ita-lx-mesaraicis-obstructis-pronunciata-sive-th,platter-de-venis-mesaraicis-obstructis-ipsarumque-ita-affectarum-curatione-the,De venis mesaraicis obstructis ipsarumque ita affectarum curatione Theses sive Pronunciata LX,e-rara,https://www.e-rara.ch/i3f/v21/38715/manifest,24,23,23,0,95.83,100,54,95,95,color_photo,0,0,1,0,1,,,images_complete,0,,,,,2026-03-15T07:02:05.350Z,24,24,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:08.503Z,2026-07-25T16:42:08.503Z,1,0
69b6596f18b87551bfcfb45b,69b6596f18b87551bfcfb45b,theses-hasce-stodolius,Theses hasce,"Stodolius, Johannes",,1578,1500-1599,Latin,Latin,original,local:a:johannes-stodolius:hasce-theses,stodolius-theses-hasce,Theses hasce,e-rara,https://www.e-rara.ch/i3f/v21/38743/manifest,8,7,7,0,87.5,100,41,98,98,color_photo,0,0,1,0,1,,,images_complete,0,,tertian fever|Galenic medicine|pathology|pharmacology|University of Basel,medicine|philosophy,,2026-03-15T07:02:07.735Z,8,8,100,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:41:43.943Z,2026-07-25T16:41:43.943Z,1,0
69b6597218b87551bfcfb465,69b6597218b87551bfcfb465,de-anodinis-medicamentis-eorumque-causis-et-usibus-physica-moffett,De anodinis medicamentis eorumque causis et usibus Physica & Medica consideratio in Theses aliquot digesta,"Moffett, Thomas",,1578,1500-1599,Latin,Latin,original,local:a:thomas-moffett:aliquot-anodinis-causis-consideratio-digesta-eorumque-et-medica-medicamentis-phy,moffett-de-anodinis-medicamentis-eorumque-causis-et-usibus-physica-medica-cons,De anodinis medicamentis eorumque causis et usibus Physica & Medica consideratio in Theses aliquot digesta,e-rara,https://www.e-rara.ch/i3f/v21/38755/manifest,16,15,15,0,93.75,100,54,,,,,,1,0,1,,,images_complete,0,,anodynes|pharmacology|Galenism|pain management|medical history,medicine|philosophy,,2026-03-15T07:02:10.180Z,15,15,93.75,shift-repair-erara-2026-07,gemini-3.1-flash-lite-preview,2026-07-25T16:42:00.193Z,2026-07-25T16:42:00.193Z,1,0
