book_id,title,language,read_count,pages_total,ocr_pages,old_model_pages,new_model_pages,translated_pages,needs_reocr,needs_retranslate,old_models,url
6992f3d9dc69844b023ff452,"圖像本草蒙筌 (Tuxiang Bencao Mengquan: Illustrated Herbal Primer)",Chinese,0,342,249,0,249,0,no,no,"",https://sourcelibrary.org/book/6992f3d9dc69844b023ff452
697c8e0f0db04f9b26df0d0b,"Die goettliche und hoechst-noethige Lehre [...] des drey-einigen Gottes",German,0,548,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697c8e0f0db04f9b26df0d0b
6992cd6743713c66ea6363c5,"三才圖會(二十五)",Chinese,0,82,82,0,82,0,no,no,"",https://sourcelibrary.org/book/6992cd6743713c66ea6363c5
69557548f63a757109173f3c,"Sangita Ratnakara",Sanskrit,0,327,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69557548f63a757109173f3c
6990500f7d19f3f2aac1dbee,"Ficino: De Christiana Religione (1474 incunabulum)",Italian,0,226,100,0,100,0,no,no,"",https://sourcelibrary.org/book/6990500f7d19f3f2aac1dbee
697c8e14f062ae8631d60eaf,"[Hebrew: Sod reqeva ve serefa] Das Geheimnuss der Verwesung und Verbrennung aller Dinge",Hebrew-German,0,146,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697c8e14f062ae8631d60eaf
69905df32fd6a039938a03ad,"Daemoniaci cum Locis Infestis et Terriculamentis Nocturnis",Latin,0,623,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69905df32fd6a039938a03ad
6991ead62f801130a473e8fc,"Notes et croquis de geometrie",Italian,0,80,80,0,80,0,no,no,"",https://sourcelibrary.org/book/6991ead62f801130a473e8fc
6992cd7943713c66ea636b07,"三才圖會(三十)",Chinese,0,86,86,0,86,0,no,no,"",https://sourcelibrary.org/book/6992cd7943713c66ea636b07
69804b95e4bbe66acad27e35,"Lapis animalis microcosmicus. Oder; die höchste Artzney; aus der kleinen Welt des menschlichen Leibs",Latin-German,0,111,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69804b95e4bbe66acad27e35
695435001479a63c1108a7ed,"Hegels Philosophy of Right",English,0,410,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695435001479a63c1108a7ed
695689bdbe7c607c5f03d158,"Observations on Man; His Frame; His Duty; and His Expectations",English,0,1052,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695689bdbe7c607c5f03d158
6970e0757c9ab1d50ed22d41,"Abraham; de aartsvader",Dutch,1,442,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6970e0757c9ab1d50ed22d41
6957ef6bcbe1dcad7b76beff,"Hortus Sanitatis",Latin,0,1544,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6957ef6bcbe1dcad7b76beff
69905d7f2fd6a0399389f99f,"Fortalitium Fidei",Latin,0,506,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69905d7f2fd6a0399389f99f
6984e8498a2f054f912420b9,"Opera; quae quidem extant; omnia",Latin,0,424,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6984e8498a2f054f912420b9
698192096df0137d367e6754,"Menippus sive dialogorum satyricorum centuria",Latin,0,309,10,0,10,0,no,no,"",https://sourcelibrary.org/book/698192096df0137d367e6754
6953aeab77f38f6761bd843f,"Demotic Magical Papyrus of London and Leiden Vol. 1",Demotic,0,228,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953aeab77f38f6761bd843f
6992cd9d43713c66ea637919,"三才圖會(四十)",Chinese,0,72,72,0,72,0,no,no,"",https://sourcelibrary.org/book/6992cd9d43713c66ea637919
69593349b91a6184ea9443a0,"Traité méthodique de science occulte",French,0,1152,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69593349b91a6184ea9443a0
695592437bd6d2cd1d619fd1,"Recueil de Machines Militaires avec l Alphabet de Trithemius",French,0,108,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695592437bd6d2cd1d619fd1
6953cc0c77f38f6761be0ed8,"Book of Kells Facsimile",Latin,0,192,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953cc0c77f38f6761be0ed8
695933aab282844d7b277612,"Chymische Hochzeit Christiani Rosencreutz",German,0,150,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695933aab282844d7b277612
69557ee157e3b773024f4b04,"Der vollkommene Capellmeister",German,0,549,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69557ee157e3b773024f4b04
698255f12f8186e7ada0c92c,"Das mineralische Gluten",German,0,111,10,0,10,0,no,no,"",https://sourcelibrary.org/book/698255f12f8186e7ada0c92c
6984e8498a2f054f912420d9,"Philosophiae et medicinae utriusque universae; compendium",Latin,0,448,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6984e8498a2f054f912420d9
6991d8a18c1030b12444c1c9,"Monochordum Mundi Symphoniacum",Latin,0,85,85,0,85,0,no,no,"",https://sourcelibrary.org/book/6991d8a18c1030b12444c1c9
69907f32afd715da775bc36e,"Tajika Nilakanthi (1888 Venkateshwara)",Sanskrit,0,225,224,0,224,0,no,no,"",https://sourcelibrary.org/book/69907f32afd715da775bc36e
697779c04d686b5ceb28357c,"Bücher und Schrifften; so viel deren ans Liecht kommen. Sambt seinem heiligen wunderbarlichen Leben",German,0,404,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697779c04d686b5ceb28357c
6992cfc3f5b4f75c1a4c9830,"海國圖志(33)",Chinese,0,96,96,0,96,0,no,no,"",https://sourcelibrary.org/book/6992cfc3f5b4f75c1a4c9830
6955d42e28a09ca65927f026,"Parentalia - Memoirs of the Wrens",English,0,398,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6955d42e28a09ca65927f026
6955dc7c8407b7c9ae214236,"Die philosophischen Schriften Vol. 3",German,0,529,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6955dc7c8407b7c9ae214236
69905ca1aaa7f10ed4cfc8ba,"The Science of Getting Rich",English,0,170,100,0,100,0,no,no,"",https://sourcelibrary.org/book/69905ca1aaa7f10ed4cfc8ba
6970e3609b09d309d780a268,"De alchimia libri tres. Liber investigationis. Liber trium verborum. Epistola",Latin,0,134,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6970e3609b09d309d780a268
6992cf45f5b4f75c1a4c86c0,"植物名實圖考(二十)",Chinese,0,96,96,0,96,0,no,no,"",https://sourcelibrary.org/book/6992cf45f5b4f75c1a4c86c0
69557e1157e3b773024f44c6,"The Golden Verses of Pythagoras",French/English,0,308,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69557e1157e3b773024f44c6
6992cd5d43713c66ea636061,"武備志(四)",Chinese,0,82,82,0,82,0,no,no,"",https://sourcelibrary.org/book/6992cd5d43713c66ea636061
69905cc1aaa7f10ed4cfcb10,"The Perfect Way",English,0,394,100,0,100,0,no,no,"",https://sourcelibrary.org/book/69905cc1aaa7f10ed4cfcb10
6958dec2cf7070242ed42151,"Hortus Eystettensis",Latin,0,389,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6958dec2cf7070242ed42151
6955d43028a09ca65927f1b5,"Historia Coelestis Britannica Vol. 1",Latin,0,499,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6955d43028a09ca65927f1b5
69567835be7c607c5f03b7e5,"Philosophical Transactions of the Royal Society; Vol 16 (1686-1687)",English,0,510,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69567835be7c607c5f03b7e5
6985ca72d480ab10e5c48434,"De ratione conficiendi lapidis philosophici. Argumenti.  Argumenti. Ex speculo magno",Latin,0,580,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6985ca72d480ab10e5c48434
698255f20fdc0a098b59a3c0,"'t Nieuwe Jerusalem",Dutch,1,221,221,0,221,221,no,yes,"",https://sourcelibrary.org/book/698255f20fdc0a098b59a3c0
6992d66a46b85e738a0c3f64,"Srimad Bhagavata Purana (with Sridhara commentary)",Sanskrit,0,250,33,0,33,0,no,no,"",https://sourcelibrary.org/book/6992d66a46b85e738a0c3f64
695aa981be4023bd34bd6974,"Heronis Alexandrini Opera quae supersunt omnia Vol. 2 (Teubner 1900)",Greek,0,520,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695aa981be4023bd34bd6974
699066d8249ce014347d1dd3,"Rajavallabha (Royal Astrology)",Sanskrit,0,35,35,0,35,0,no,no,"",https://sourcelibrary.org/book/699066d8249ce014347d1dd3
697934668e450bc779a9cad5,"De cognoscendis et medendis morbis ex corporum coelestium positione libri IIII",Latin,0,560,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697934668e450bc779a9cad5
697c8e0fbaa544415f85b6cc,"Geboorte Christi",Dutch,0,51,51,0,51,0,no,no,"",https://sourcelibrary.org/book/697c8e0fbaa544415f85b6cc
699249caa2d53df4853bff48,"Kitáb-i-Aqdas (The Most Holy Book)",Arabic,0,93,93,0,93,0,no,no,"",https://sourcelibrary.org/book/699249caa2d53df4853bff48
6992009a768b426600239d59,"The Gutenberg Bible",Latin,0,100,100,0,100,0,no,no,"",https://sourcelibrary.org/book/6992009a768b426600239d59
6955da83646474023271c131,"De Visione Dei",Latin,0,564,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6955da83646474023271c131
69591077ecb01322b30679d5,"The History of Japan Vol. 1",Latin,0,542,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69591077ecb01322b30679d5
6955d43928a09ca6592805b3,"Horologium Oscillatorium",Latin,0,31,31,0,31,0,no,no,"",https://sourcelibrary.org/book/6955d43928a09ca6592805b3
698255f272562d277d385143,"Mosaisches Licht und Recht",German,0,1557,10,0,10,0,no,no,"",https://sourcelibrary.org/book/698255f272562d277d385143
6953e27b77f38f6761be90fa,"Four Books of Confucius - Analects; Great Learning; Doctrine of Mean; Mencius",Chinese-English,0,1028,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953e27b77f38f6761be90fa
697a30556317345e3f0a665c,"Consilia medica uber gantz besondere; auch rare Casus",Latin-German,0,131,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697a30556317345e3f0a665c
695435261479a63c1108b306,"Philosophia moralis sive Ethica",Latin,0,861,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695435261479a63c1108b306
695435491479a63c1108bdab,"Theologia naturalis Vol I",Latin,0,1124,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695435491479a63c1108bdab
6988a5a159f3a9c9513f9f17,"Rosarium mysticum animae fidelis",Latin,0,136,100,0,100,0,no,no,"",https://sourcelibrary.org/book/6988a5a159f3a9c9513f9f17
699061933d9181cce82fb5aa,"The Wonderfull Discoverie of Witches in the Countie of Lancaster",English,0,189,10,0,10,0,no,no,"",https://sourcelibrary.org/book/699061933d9181cce82fb5aa
699060b2322e01b1349a3020,"Astronomicon",Latin,0,242,10,0,10,0,no,no,"",https://sourcelibrary.org/book/699060b2322e01b1349a3020
6985ca74a480a17bd2c4c109,"Prodromus; oder Vortrab; nothwendiger Rettung vornehmer evangelischer hohen und niedern Standts; betrangten und verleumbden Persohnen",German,0,128,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6985ca74a480a17bd2c4c109
699069002f82e0fda480401e,"Jyothisha Marga Deepika",Sanskrit,0,108,108,0,108,0,no,no,"",https://sourcelibrary.org/book/699069002f82e0fda480401e
69906a531cf6ed5fbc8f5096,"Siddhanta Tattva Viveka",Sanskrit,0,1418,1418,0,1418,0,no,no,"",https://sourcelibrary.org/book/69906a531cf6ed5fbc8f5096
6984e8498a2f054f912420d1,"Philaletha illustratus",Latin,0,219,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6984e8498a2f054f912420d1
6978ee3af4d5bdc7b3df604a,"Christus de wegh; de waarheidt; ende het leven",Dutch,0,462,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6978ee3af4d5bdc7b3df604a
69905e372fd6a039938a1793,"Liber Aggregationis; seu Liber Secretorum de Virtutibus Herbarum",Latin,0,92,92,0,92,0,no,no,"",https://sourcelibrary.org/book/69905e372fd6a039938a1793
69794974eef1c286564aa423,"Commentatio academica de concordia religionis christianae statusque civilis",Latin,0,703,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69794974eef1c286564aa423
6958e972813ea03889c33412,"Musaeum metallicum",Latin,0,1004,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6958e972813ea03889c33412
699258718812793469fd9b31,"Gitanjali (Song Offerings)",Unknown,0,94,94,0,94,0,no,no,"",https://sourcelibrary.org/book/699258718812793469fd9b31
697d9ca3f53719fc3b56053a,"De groene leeuw; of het licht der philosophen",Dutch,0,305,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697d9ca3f53719fc3b56053a
69791644f35c6bbfbfd252da,"La clavicule de la science hermetique",French,0,86,86,0,86,0,no,no,"",https://sourcelibrary.org/book/69791644f35c6bbfbfd252da
697c8e0f14b7d066516d71b9,"Der flammende Stern",German,1,536,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697c8e0f14b7d066516d71b9
697e23cabda3810523da7fb7,"Historia Bogomilorum",Latin,0,188,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697e23cabda3810523da7fb7
698255f48ea663743f78ab0e,"Noord-sterre; aen-wijsende de rechte streke van de vvare godsalicheyt",Dutch,0,701,10,0,10,0,no,no,"",https://sourcelibrary.org/book/698255f48ea663743f78ab0e
69905e1a2fd6a039938a0f5d,"Quellen und Untersuchungen zur Geschichte des Hexenwahns",German,0,726,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69905e1a2fd6a039938a0f5d
69906d1964d44bd0a0ef5210,"Hora Vritti",Sanskrit,1,11,11,0,11,0,no,no,"",https://sourcelibrary.org/book/69906d1964d44bd0a0ef5210
697901386448981b999139af,"Chymisches Lust-Gärtlein",German,0,120,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697901386448981b999139af
698192073b43a3cfc842cc4f,"Manichaeismus ante Manichaeos; et in Christianismo redivivus",Latin,0,577,10,0,10,0,no,no,"",https://sourcelibrary.org/book/698192073b43a3cfc842cc4f
69529509b184004c526a2793,"History of Life and Death",Latin,1,472,472,0,472,472,no,yes,"",https://sourcelibrary.org/book/69529509b184004c526a2793
697704f1d2171799db0a732f,"Beschreibung der drey Principien goettliches Wesens",German,0,682,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697704f1d2171799db0a732f
69904fc47d19f3f2aac1d7f3,"Kircher: Ars Magna Sciendi (1669)",Latin,0,532,100,0,100,0,no,no,"",https://sourcelibrary.org/book/69904fc47d19f3f2aac1d7f3
69906313e7b7642c081de828,"Quadripartitum et Centiloquium",Unknown,0,63,63,0,63,0,no,no,"",https://sourcelibrary.org/book/69906313e7b7642c081de828
69906330ef12272ffdc90252,"An Irish Astronomical Tract (based on Mashallah)",English,0,294,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69906330ef12272ffdc90252
69907d9faee9f4aa58593098,"Siddhanta Shiromani Vasana Bhashya",Sanskrit,0,370,370,0,370,0,no,no,"",https://sourcelibrary.org/book/69907d9faee9f4aa58593098
6992d006f5b4f75c1a4c9fb4,"海國圖志(47)",Chinese,0,87,87,0,87,0,no,no,"",https://sourcelibrary.org/book/6992d006f5b4f75c1a4c9fb4
699062f8e7b7642c081dd233,"De Rerum Varietate",Latin,0,958,10,0,10,0,no,no,"",https://sourcelibrary.org/book/699062f8e7b7642c081dd233
69592a44c6f388ea5a33c9d1,"Aesopus: Fabulae",Latin,0,580,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69592a44c6f388ea5a33c9d1
697c8e0fbaa544415f85b6b4,"Das Geheimnis des betrübenden und tröstenden; des tödtenden und lebendigmachenden; des erniedrigenden und triumphirenden Kreutzes Jesu Christi und seiner Glieder",German,0,442,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697c8e0fbaa544415f85b6b4
6991e7a99d63c80e615599b5,"Codex Atlanticus (partial)",Italian,0,10,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6991e7a99d63c80e615599b5
695434dd1479a63c1108a1f9,"Wissenschaft der Logik",German,0,433,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695434dd1479a63c1108a1f9
6952e45477f38f6761bc79e0,"Alchymia Triumphans: Defense of Alchemy Against the Parisian Faculty",Latin,5,937,937,0,937,937,no,yes,"",https://sourcelibrary.org/book/6952e45477f38f6761bc79e0
69751587a88d83c830d99e14,"Articuli fidei sacrosanctae",Latin,0,139,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69751587a88d83c830d99e14
695594b67bd6d2cd1d61dcec,"Pseudo-Dionysius Areopagita Schriften (German 1823)",German,0,396,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695594b67bd6d2cd1d61dcec
697d9c9fb401034cf463d2bb,"De goude leeuw; of den asijn der wysen",Dutch,0,303,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697d9c9fb401034cf463d2bb
697768b0e832d9422ad6e0ba,"De bombardis: ac item de typographia",Latin,0,36,36,0,36,0,no,no,"",https://sourcelibrary.org/book/697768b0e832d9422ad6e0ba
698255efbbbbc748060197e1,"La mythologie et les fables expliquées par l'histoire",French,0,652,10,0,10,0,no,no,"",https://sourcelibrary.org/book/698255efbbbbc748060197e1
6974b63b19126e775cf6d7cb,"Apologie pour tous les grands hommes; qui ont esté accusez de magie",French,0,320,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6974b63b19126e775cf6d7cb
697a7e85e680cef7cedae38d,"Dissertatio juridico-politica; de augenda curandaque republica",Latin,0,40,40,0,40,0,no,no,"",https://sourcelibrary.org/book/697a7e85e680cef7cedae38d
69804b9312c17a1925ecb6e8,"De laudibus sanctae crucis opus",Latin,1,245,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69804b9312c17a1925ecb6e8
69593025a41e40e9146a4acd,"A True & Faithful Relation of Dr. John Dee and Some Spirits",English,0,500,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69593025a41e40e9146a4acd
6985ca7115d1f651b83cf3a4,"Reflexions sur les cinq livres de Moyse",French,0,308,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6985ca7115d1f651b83cf3a4
697711607e1d5a07ae945879,"[Hebrew:] Chamisha chumshe Torah",Hebrew,0,320,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697711607e1d5a07ae945879
69592ae97c072c27f686dc7c,"Opera",Latin,0,244,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69592ae97c072c27f686dc7c
6952b05277f38f6761bc265c,"Camaldulensian Disputations (on active vs contemplative life)",Latin,0,152,152,0,152,152,no,yes,"",https://sourcelibrary.org/book/6952b05277f38f6761bc265c
697e23ca05adde1df98f104f,"Iambichus liber primus",Latin,1,312,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697e23ca05adde1df98f104f
69906483ef12272ffdc939a5,"Demoniality; Or; Incubi and Succubi",English,0,293,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69906483ef12272ffdc939a5
6953efe91479a63c11088949,"Characteristics Vol. II (Robertson Edition 1900)",English,0,396,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953efe91479a63c11088949
697d9ca1361634bd363e2fdf,"Hermetisches Museum",German,0,409,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697d9ca1361634bd363e2fdf
6955943d7bd6d2cd1d61d196,"Boethius Consolation of Philosophy (English 1609)",English,0,312,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6955943d7bd6d2cd1d61d196
699052368d19cbc90d9d57cf,"Tractatus de confessionibus maleficorum et sagarum",Latin,0,697,100,0,100,0,no,no,"",https://sourcelibrary.org/book/699052368d19cbc90d9d57cf
697c8e145ea422b025bbdc70,"Geheimer und biss dato verborgen gehaltener trefflicher Tractat; von ihm genant: Die Hand der Philosophen",German,0,424,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697c8e145ea422b025bbdc70
695694f3570b333d148644b6,"Liberty; Order and Law Under Native Irish Rule",English,0,440,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695694f3570b333d148644b6
6953ddbb77f38f6761be831b,"Cloud of Unknowing and Other Treatises",Middle English-English,0,474,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953ddbb77f38f6761be831b
6953ab8677f38f6761bd7725,"Pal.lat.1339",Latin,0,328,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953ab8677f38f6761bd7725
69907c6e5f855ec553e752e5,"Muhurta Manjari",Sanskrit,0,219,219,0,219,0,no,no,"",https://sourcelibrary.org/book/69907c6e5f855ec553e752e5
695573c1f63a757109172835,"Dialogo della musica antica et della moderna",Italian,0,178,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695573c1f63a757109172835
6992cd4a43713c66ea635aa2,"三才圖會(十七)",Chinese,0,79,79,0,79,0,no,no,"",https://sourcelibrary.org/book/6992cd4a43713c66ea635aa2
695592ca7bd6d2cd1d61b2d0,"Della Porta Magia Naturalis (German 1713)",German,0,1160,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695592ca7bd6d2cd1d61b2d0
69906328ef12272ffdc8f9ad,"An Historical Essay Concerning Witchcraft",English,0,374,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69906328ef12272ffdc8f9ad
69906d1564d44bd0a0ef51f3,"Jyotisha Vrittashata",Sanskrit,0,27,27,0,27,0,no,no,"",https://sourcelibrary.org/book/69906d1564d44bd0a0ef51f3
698420e332feb5c8a34dbc42,"De occultis literarum notis",Latin,0,354,9,0,9,0,no,no,"",https://sourcelibrary.org/book/698420e332feb5c8a34dbc42
6958de54cf7070242ed41750,"Theatrum Botanicum: The Theater of Plants",English,0,1785,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6958de54cf7070242ed41750
69804b95370ddc6f3e47c57d,"Kinder-Bett des Steins der Weisen",German,0,75,75,0,75,0,no,no,"",https://sourcelibrary.org/book/69804b95370ddc6f3e47c57d
6970e3519b09d309d780a238,"Abrahami patriarchae liber Jezirah",Hebrew,0,132,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6970e3519b09d309d780a238
697b079611cc8928b55ea390,"Des erreurs et de la verite",French,0,620,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697b079611cc8928b55ea390
69906469ef12272ffdc9204a,"Muhurta Ganapati",Sanskrit,0,216,216,0,216,0,no,no,"",https://sourcelibrary.org/book/69906469ef12272ffdc9204a
6990636bef12272ffdc914a5,"The Soul in Nature",English,0,520,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6990636bef12272ffdc914a5
695690a6aeb4b980d9ebd8c2,"A Treatise of Human Nature - Volume 1",English,0,489,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695690a6aeb4b980d9ebd8c2
6992ce233ea667fbac828452,"武備志(四十五)",Chinese,0,93,93,0,93,0,no,no,"",https://sourcelibrary.org/book/6992ce233ea667fbac828452
695d0e104afae5c3b3aeafd8,"Quaestiones naturales et morales; De fato; De anima",Latin,0,134,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695d0e104afae5c3b3aeafd8
69819203c82f274d045af5e3,"Menippus sive dialogorum satyricorum centuria",Latin,0,280,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69819203c82f274d045af5e3
6988a5a040a7affa5422d5d2,"Ueber Religion; Freydenkerey und Aufklaerung",German,0,222,100,0,100,0,no,no,"",https://sourcelibrary.org/book/6988a5a040a7affa5422d5d2
6959109becb01322b3067bf4,"Flora Capensis (South African plants)",Latin,0,598,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6959109becb01322b3067bf4
6953eacc1479a63c11087caa,"Philosophical Works Vol. I (Haldane-Ross Translation)",English,0,476,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953eacc1479a63c11087caa
699062f5e7b7642c081dd070,"Libellus Isagogicus ad Magisterium Iudiciorum Astrorum",Unknown,0,232,10,0,10,0,no,no,"",https://sourcelibrary.org/book/699062f5e7b7642c081dd070
6991e717ebc7adff9a0b2455,"Codex Madrid I & II (Codices Madrid)",Italian,0,73,73,0,73,0,no,no,"",https://sourcelibrary.org/book/6991e717ebc7adff9a0b2455
6992cfe2f5b4f75c1a4c9b20,"海國圖志(40)",Chinese,0,81,81,0,81,0,no,no,"",https://sourcelibrary.org/book/6992cfe2f5b4f75c1a4c9b20
6958e0799659a6529d577120,"Sylva; or A Discourse of Forest-trees",English,0,413,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6958e0799659a6529d577120
6984e84d64723e8812fa7604,"Opusculum de auditu kabbalistico sive ad omnes scientias introductorium",Latin,0,146,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6984e84d64723e8812fa7604
69804b933892bd38914dcdfc,"Über Krypto-Katholicismus; Proselytenmacherey; Jesuitismus; geheime Gesellschaften",German,0,778,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69804b933892bd38914dcdfc
697d9c999788c62e1238c87c,"Histoire naturelle de la parole",French,0,482,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697d9c999788c62e1238c87c
69905e3c2fd6a039938a1980,"Introductorium in Astronomiam",Arabic,0,142,100,0,100,0,no,no,"",https://sourcelibrary.org/book/69905e3c2fd6a039938a1980
6953e2ff77f38f6761beb2fa,"Tantraloka Vol. 1 with Jayaratha Commentary",Sanskrit,0,372,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953e2ff77f38f6761beb2fa
697a37fae1d81a84b06d2d73,"Le diadême des sages",French,0,276,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697a37fae1d81a84b06d2d73
697c8e1295b02364811475f2,"Fama remissa ad fratres Roseae crucis. Antwort auff die Famam und Confessionem der löblichen Brüderschafft vom RosenCreutz",Latin-German,0,174,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697c8e1295b02364811475f2
695594407bd6d2cd1d61d2cf,"Boethius Consolation de la Philosophie (1650)",French,0,245,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695594407bd6d2cd1d61d2cf
6988a5a160fbfa9010acff9b,"Les secrets les plus cachés de la philosophie des anciens",French,0,392,100,0,100,0,no,no,"",https://sourcelibrary.org/book/6988a5a160fbfa9010acff9b
6992cfebf5b4f75c1a4c9b73,"海國圖志(41)",Chinese,0,84,84,0,84,0,no,no,"",https://sourcelibrary.org/book/6992cfebf5b4f75c1a4c9b73
6953e33477f38f6761bebf10,"Isis Unveiled Vol. I - Science",English,0,745,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953e33477f38f6761bebf10
699257d40e2e0521792319a1,"Trisastisalakapurusacaritra; Vol. 1: Lives of the Sixty-Three Illustrious Persons",Sanskrit,0,63,63,0,63,0,no,no,"",https://sourcelibrary.org/book/699257d40e2e0521792319a1
6953cc6a77f38f6761be1f70,"Codex Vercellensis - Anglo-Saxon Manuscript Facsimile",Anglo-Saxon,0,312,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953cc6a77f38f6761be1f70
699062f0ef12272ffdc8e403,"Elemente der Psychophysik (Vol. I)",German,0,361,5,0,5,0,no,no,"",https://sourcelibrary.org/book/699062f0ef12272ffdc8e403
69592fb8a41e40e9146a4943,"Traité dalchimie (16th c. Manuscript)",French,0,99,99,0,99,0,no,no,"",https://sourcelibrary.org/book/69592fb8a41e40e9146a4943
6988a59f090ba3597e45028a,"Seances des ecoles normales",French,1,210,178,0,178,0,no,no,"",https://sourcelibrary.org/book/6988a59f090ba3597e45028a
69819203084978306e4933f4,"Medicina catholica; seu mysticum artis medicandi sacrarium",Latin,0,321,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69819203084978306e4933f4
69905f3d40bc3a0478efb0a8,"Surya Siddhanta with Gudhartha-prakasaka",Sanskrit,1,406,406,0,406,0,no,no,"",https://sourcelibrary.org/book/69905f3d40bc3a0478efb0a8
